cart_id,session_id,user_id,restaurant_id,items_count,cart_value,coupon_applied,discount,delivery_fee,timestamp,abandoned,abandonment_reason
2271,5874,2335,429,3,2308.0,False,0.0,35,2026-04-05 11:38:19,False,
2272,5875,7249,47,4,1001.0,False,0.0,25,2026-08-05 12:51:03,True,Long Delivery Time
2273,5877,8235,13,2,238.0,True,26.0,15,2026-05-31 13:27:36,False,
2274,5887,3223,451,2,1000.0,False,0.0,49,2026-06-01 20:46:57,True,High Delivery Fee
2275,5888,828,479,4,658.0,True,155.0,0,2026-07-22 19:28:45,False,
2276,5892,3315,434,3,612.0,True,148.0,25,2026-06-17 10:47:34,True,Price Too High
2277,5895,5220,311,3,272.0,True,31.0,59,2026-04-20 17:53:04,False,
2278,5896,6722,161,2,449.0,True,72.0,0,2026-03-10 17:33:13,False,
2279,5901,7938,193,2,509.0,False,0.0,25,2026-07-17 19:13:14,False,
2280,5902,8866,445,2,435.0,False,0.0,0,2026-08-19 12:27:24,False,
2281,5905,2369,455,1,211.0,False,0.0,0,2026-03-27 13:41:44,True,Long Delivery Time
2282,5907,2602,124,1,194.0,False,0.0,59,2026-04-26 19:58:18,True,High Delivery Fee
2283,5908,3813,332,2,171.0,False,0.0,25,2026-07-04 14:44:54,False,
2284,5911,4904,35,3,860.0,False,0.0,0,2026-03-12 13:07:18,False,
2285,5913,3238,132,3,420.0,True,48.0,0,2026-07-12 10:51:56,False,
2286,5914,7651,56,3,808.0,False,0.0,49,2026-06-01 14:54:04,True,High Delivery Fee
2287,5918,6492,230,4,450.0,False,0.0,0,2026-03-06 13:26:13,False,
2288,5923,296,79,3,443.0,False,0.0,25,2026-07-30 20:47:11,False,
2289,5925,6586,211,4,1022.0,True,179.0,35,2026-04-18 19:22:08,False,
2290,5927,8208,42,4,1040.0,True,263.0,0,2026-06-07 20:35:15,False,
2291,5930,9690,495,2,343.0,True,97.0,35,2026-05-02 22:03:27,False,
2292,5931,9678,447,2,282.0,True,53.0,15,2026-05-26 17:20:16,False,
2293,5934,8632,454,2,294.0,True,72.0,15,2026-07-06 07:44:28,False,
2294,5937,5108,28,2,403.0,True,103.0,0,2026-07-05 03:17:05,False,
2295,5938,8400,90,2,333.0,False,0.0,15,2026-04-24 11:47:40,False,
2296,5940,9692,486,3,407.0,False,0.0,0,2026-03-26 02:57:55,False,
2297,5942,9200,244,2,193.0,False,0.0,25,2026-08-18 12:37:45,True,Price Too High
2298,5945,2259,127,1,155.0,True,38.0,15,2026-07-13 11:33:25,False,
2299,5946,3259,374,2,563.0,False,0.0,35,2026-05-17 12:24:36,False,
2300,5947,3104,421,2,535.0,True,91.0,59,2026-08-02 17:54:30,False,
2301,5948,4491,395,3,428.0,False,0.0,49,2026-05-01 20:27:13,True,High Delivery Fee
2302,5949,4873,306,3,311.0,True,44.0,0,2026-04-08 23:15:28,False,
2303,5952,4498,337,2,357.0,False,0.0,25,2026-07-03 20:29:59,True,Long Delivery Time
2304,5955,4696,42,2,665.0,False,0.0,0,2026-05-23 20:41:45,False,
2305,5962,1908,327,3,517.0,False,0.0,35,2026-03-21 13:11:05,True,High Delivery Fee
2306,5964,4872,498,2,555.0,True,118.0,25,2026-07-22 16:30:16,False,
2307,5965,6912,195,1,94.0,False,0.0,35,2026-04-05 10:29:44,True,High Delivery Fee
2308,5967,4448,103,3,685.0,False,0.0,59,2026-06-24 20:43:22,True,High Delivery Fee
2309,5969,3500,135,2,140.0,True,20.0,35,2026-05-16 21:24:05,False,
2310,5973,7460,403,1,76.0,False,0.0,25,2026-05-08 19:20:56,False,
2311,5974,7907,128,2,313.0,False,0.0,25,2026-06-18 20:45:11,False,
2312,5975,8360,202,3,276.0,False,0.0,59,2026-05-10 19:15:33,False,
2313,5976,5979,496,3,681.0,False,0.0,0,2026-07-13 11:26:49,False,
2314,5977,2450,269,1,164.0,True,39.0,49,2026-06-29 19:07:43,False,
2315,5979,94,296,1,539.0,True,102.0,25,2026-04-20 15:40:30,False,
2316,5981,3553,170,2,325.0,False,0.0,49,2026-03-02 13:24:45,True,High Delivery Fee
2317,5987,2272,13,2,184.0,True,37.0,15,2026-05-12 19:47:10,True,Price Too High
2318,5988,4944,76,1,345.0,True,44.0,0,2026-03-09 21:07:58,False,
2319,5990,3264,330,2,138.0,False,0.0,49,2026-04-21 17:58:01,False,
2320,5992,425,237,2,609.0,False,0.0,0,2026-04-30 23:44:14,False,
2321,5994,274,271,3,248.0,False,0.0,0,2026-03-13 17:44:39,False,
2322,5995,1445,481,4,499.0,False,0.0,0,2026-07-30 20:46:13,False,
2323,5997,6023,267,4,1028.0,False,0.0,0,2026-06-19 17:32:13,False,
2324,6001,48,12,3,436.0,True,94.0,15,2026-06-11 13:37:17,False,
2325,6003,6587,261,2,734.0,False,0.0,25,2026-06-13 13:55:40,False,
2326,6004,690,13,1,137.0,False,0.0,15,2026-08-20 16:33:22,False,
2327,6005,3810,200,2,136.0,False,0.0,35,2026-08-15 20:40:36,False,
2328,6009,4511,289,5,365.0,False,0.0,0,2026-03-13 09:05:14,False,
2329,6015,5139,213,2,806.0,True,92.0,0,2026-07-04 06:49:45,False,
2330,6016,1082,23,1,185.0,True,51.0,35,2026-05-28 08:58:46,False,
2331,6021,9988,271,2,160.0,False,0.0,25,2026-06-26 15:31:35,True,Price Too High
2332,6025,2682,133,1,183.0,False,0.0,25,2026-07-05 22:47:23,False,
2333,6026,949,13,5,515.0,True,130.0,0,2026-06-05 22:42:17,False,
2334,6029,9823,59,3,610.0,True,137.0,49,2026-08-11 21:34:00,True,High Delivery Fee
2335,6033,6600,245,4,679.0,True,175.0,0,2026-03-28 10:36:28,False,
2336,6034,1576,149,1,327.0,True,96.0,0,2026-04-06 11:14:57,False,
2337,6035,6726,126,3,479.0,False,0.0,49,2026-03-21 21:29:11,False,
2338,6036,7275,19,2,536.0,True,143.0,25,2026-04-21 15:23:56,False,
2339,6037,2195,445,2,585.0,False,0.0,0,2026-06-16 18:46:02,False,
2340,6038,5950,138,3,672.0,False,0.0,0,2026-04-19 17:02:21,False,
2341,6040,4520,477,5,616.0,False,0.0,0,2026-03-01 06:28:40,True,Found Better Option
2342,6043,6534,472,2,502.0,False,0.0,35,2026-05-23 18:51:08,True,High Delivery Fee
2343,6045,2811,118,3,823.0,False,0.0,0,2026-04-24 13:03:56,False,
2344,6047,4799,284,3,284.0,True,52.0,49,2026-06-08 09:28:25,False,
2345,6052,8028,394,1,177.0,False,0.0,15,2026-05-28 23:03:01,False,
2346,6053,5989,399,2,477.0,True,54.0,0,2026-08-03 12:37:32,False,
2347,6055,5889,118,2,421.0,False,0.0,15,2026-08-30 13:16:36,False,
2348,6057,6680,82,3,307.0,True,38.0,0,2026-06-20 23:08:37,False,
2349,6059,6782,198,4,1129.0,False,0.0,0,2026-06-03 19:45:00,False,
2350,6060,3702,258,3,707.0,False,0.0,0,2026-04-16 09:58:39,False,
2351,6067,5329,54,1,264.0,False,0.0,0,2026-06-20 22:19:51,True,Price Too High
2352,6071,4709,394,2,519.0,True,93.0,15,2026-06-27 10:29:11,False,
2353,6073,3233,388,1,162.0,False,0.0,25,2026-04-06 20:30:54,False,
2354,6075,6004,364,1,260.0,True,27.0,0,2026-04-12 19:35:29,False,
2355,6077,4180,234,3,1577.0,False,0.0,0,2026-05-14 20:30:09,False,
2356,6079,7514,24,2,200.0,False,0.0,35,2026-06-12 19:20:41,True,High Delivery Fee
2357,6082,8633,344,1,132.0,False,0.0,15,2026-03-05 10:36:46,False,
2358,6083,4812,46,2,139.0,True,17.0,15,2026-08-29 21:29:51,True,Low Cart Value
2359,6088,8946,166,5,937.0,False,0.0,49,2026-03-27 19:53:18,True,High Delivery Fee
2360,6095,5543,304,1,381.0,False,0.0,0,2026-04-27 06:17:50,False,
2361,6096,2665,97,3,360.0,True,42.0,0,2026-03-16 22:08:31,False,
2362,6100,4571,25,1,124.0,False,0.0,35,2026-03-09 14:58:11,True,High Delivery Fee
2363,6101,7839,178,3,900.0,False,0.0,35,2026-05-17 07:07:20,True,High Delivery Fee
2364,6102,7876,322,4,957.0,False,0.0,0,2026-04-17 21:19:00,False,
2365,6104,1030,99,1,67.0,True,7.0,35,2026-04-27 21:07:30,False,
2366,6106,7189,206,2,291.0,True,69.0,0,2026-04-22 19:20:57,True,Changed Mind
2367,6111,2439,217,3,1966.0,False,0.0,25,2026-03-12 19:17:24,False,
2368,6117,4510,330,3,179.0,False,0.0,49,2026-06-04 20:31:59,True,High Delivery Fee
2369,6124,6722,17,4,1227.0,False,0.0,25,2026-04-03 20:21:38,False,
2370,6130,5154,483,1,199.0,True,46.0,0,2026-06-12 20:23:10,False,
2371,6131,1364,388,1,226.0,True,45.0,25,2026-08-06 19:31:48,False,
2372,6132,6116,46,3,308.0,False,0.0,0,2026-04-25 17:45:26,False,
2373,6133,6686,282,1,83.0,False,0.0,25,2026-03-06 20:54:39,False,
2374,6136,7666,106,4,718.0,False,0.0,59,2026-03-22 09:06:47,True,High Delivery Fee
2375,6138,9342,170,2,486.0,True,143.0,0,2026-06-24 20:03:55,False,
2376,6142,5662,272,2,254.0,False,0.0,15,2026-04-17 21:32:49,False,
2377,6146,708,474,1,174.0,False,0.0,25,2026-05-24 08:53:31,False,
2378,6148,2771,186,2,382.0,True,99.0,15,2026-07-07 10:36:30,False,
2379,6150,8095,1,2,606.0,False,0.0,15,2026-08-22 12:59:05,True,Price Too High
2380,6151,8795,372,2,211.0,False,0.0,25,2026-08-20 10:47:13,False,
2381,6154,674,265,5,1731.0,False,0.0,0,2026-05-10 08:11:32,False,
2382,6156,6892,346,3,534.0,False,0.0,49,2026-07-31 20:50:33,False,
2383,6157,3956,61,3,766.0,True,168.0,25,2026-08-07 23:18:16,False,
2384,6158,109,60,3,1468.0,False,0.0,25,2026-04-19 20:21:38,False,
2385,6161,9940,120,1,120.0,False,0.0,15,2026-05-29 18:28:04,False,
2386,6164,4079,37,3,677.0,False,0.0,25,2026-03-20 18:17:08,False,
2387,6166,4011,10,5,646.0,False,0.0,0,2026-04-13 15:54:07,False,
2388,6170,6582,76,2,883.0,False,0.0,0,2026-06-07 19:43:40,False,
2389,6171,9565,448,2,304.0,False,0.0,35,2026-07-10 16:43:38,False,
2390,6172,7738,42,4,1250.0,True,213.0,0,2026-07-16 20:25:38,False,
2391,6173,184,324,3,601.0,False,0.0,0,2026-04-15 19:43:07,False,
2392,6177,542,386,2,245.0,True,69.0,25,2026-04-15 15:55:12,False,
2393,6181,7427,466,1,188.0,True,49.0,15,2026-05-31 19:26:18,True,Long Delivery Time
2394,6185,6638,415,2,602.0,True,165.0,25,2026-04-21 20:22:12,False,
2395,6187,8730,362,2,508.0,False,0.0,0,2026-08-10 11:32:03,False,
2396,6191,3439,197,2,356.0,False,0.0,59,2026-08-05 13:22:53,False,
2397,6197,3174,181,1,246.0,False,0.0,0,2026-08-11 12:39:42,False,
2398,6199,8136,49,2,508.0,False,0.0,15,2026-04-14 15:26:20,False,
2399,6204,3013,394,2,418.0,False,0.0,0,2026-08-30 18:19:01,False,
2400,6205,5130,100,2,699.0,False,0.0,15,2026-08-23 23:50:37,True,Changed Mind
2401,6206,9584,436,2,331.0,False,0.0,0,2026-07-07 16:08:49,False,
2402,6208,298,223,3,1317.0,True,233.0,0,2026-08-18 21:11:35,False,
2403,6210,8233,326,2,275.0,True,57.0,0,2026-04-23 09:07:16,False,
2404,6212,9022,68,5,529.0,True,108.0,0,2026-05-02 11:23:09,False,
2405,6215,9188,259,2,253.0,False,0.0,0,2026-03-23 22:59:58,False,
2406,6221,9837,160,3,1036.0,False,0.0,35,2026-03-16 10:16:42,False,
2407,6222,9376,313,5,964.0,False,0.0,25,2026-05-29 22:37:58,True,Changed Mind
2408,6223,9935,194,3,1558.0,True,408.0,25,2026-06-13 13:25:06,True,Long Delivery Time
2409,6224,7862,267,1,153.0,False,0.0,0,2026-08-15 11:27:57,False,
2410,6226,5427,200,3,223.0,True,61.0,0,2026-03-16 16:28:36,False,
2411,6230,3082,190,2,405.0,False,0.0,15,2026-05-09 19:16:03,False,
2412,6233,2920,44,2,493.0,False,0.0,0,2026-04-08 18:40:05,True,Found Better Option
2413,6236,9332,291,3,251.0,False,0.0,0,2026-05-18 20:58:47,False,
2414,6237,2509,176,2,194.0,True,32.0,25,2026-03-03 01:31:17,True,Long Delivery Time
2415,6242,5770,439,2,257.0,False,0.0,15,2026-08-25 20:17:39,False,
2416,6246,9531,481,2,256.0,True,58.0,0,2026-08-25 07:38:11,True,Price Too High
2417,6249,7621,381,4,944.0,True,103.0,15,2026-03-18 19:59:31,False,
2418,6250,782,464,2,330.0,True,98.0,0,2026-05-05 16:53:20,True,Found Better Option
2419,6251,1247,210,2,519.0,True,146.0,0,2026-06-26 13:13:04,False,
2420,6252,1774,454,2,341.0,False,0.0,15,2026-05-30 07:09:28,True,Price Too High
2421,6258,6943,79,2,363.0,False,0.0,25,2026-08-10 12:22:00,False,
2422,6262,6390,312,1,262.0,False,0.0,0,2026-04-10 19:30:29,False,
2423,6266,3378,248,3,524.0,False,0.0,0,2026-03-20 12:59:28,True,Price Too High
2424,6267,4916,317,2,401.0,False,0.0,15,2026-05-07 12:58:42,False,
2425,6268,8479,185,4,509.0,True,133.0,0,2026-05-24 09:40:46,False,
2426,6272,3898,194,1,446.0,False,0.0,0,2026-07-27 12:04:18,True,Price Too High
2427,6278,6207,315,4,504.0,False,0.0,0,2026-08-30 14:08:33,False,
2428,6282,6316,366,2,340.0,False,0.0,15,2026-07-30 10:46:26,False,
2429,6286,4207,226,1,142.0,False,0.0,49,2026-07-22 20:22:11,False,
2430,6287,4035,465,4,389.0,False,0.0,0,2026-06-02 18:26:10,True,Found Better Option
2431,6288,4260,426,1,224.0,True,54.0,15,2026-08-23 21:55:24,False,
2432,6295,925,171,2,395.0,True,78.0,0,2026-05-27 19:12:09,False,
2433,6296,7388,427,4,783.0,False,0.0,59,2026-08-08 19:55:14,False,
2434,6298,8502,50,2,584.0,False,0.0,35,2026-08-14 12:55:23,True,High Delivery Fee
2435,6305,4320,105,2,270.0,False,0.0,25,2026-04-18 12:54:17,False,
2436,6306,4746,36,3,723.0,True,78.0,0,2026-06-30 10:13:11,False,
2437,6307,3121,338,1,336.0,False,0.0,0,2026-06-08 13:25:24,False,
2438,6308,9009,11,3,627.0,False,0.0,0,2026-07-05 13:06:57,False,
2439,6309,7081,352,3,951.0,False,0.0,59,2026-06-28 06:13:25,True,High Delivery Fee
2440,6313,2604,209,2,493.0,True,146.0,15,2026-04-28 09:31:06,False,
2441,6315,7115,59,3,464.0,False,0.0,49,2026-04-30 23:36:10,True,High Delivery Fee
2442,6318,5676,21,5,2117.0,True,518.0,0,2026-04-04 08:11:19,False,
2443,6322,8477,263,2,307.0,True,32.0,0,2026-07-29 12:42:26,False,
2444,6323,6559,408,3,728.0,True,112.0,35,2026-04-02 13:28:39,False,
2445,6324,3207,39,5,1395.0,True,228.0,25,2026-03-07 21:55:59,False,
2446,6325,3966,206,1,121.0,False,0.0,49,2026-05-24 13:14:46,False,
2447,6326,1852,351,2,734.0,True,103.0,0,2026-07-27 12:20:07,True,Found Better Option
2448,6329,2449,390,3,406.0,False,0.0,25,2026-08-11 13:04:06,False,
2449,6336,4796,112,3,609.0,False,0.0,0,2026-07-30 17:49:10,False,
2450,6339,876,33,1,176.0,False,0.0,25,2026-08-23 09:36:57,False,
2451,6344,4994,203,3,788.0,False,0.0,0,2026-04-15 12:15:05,True,Price Too High
2452,6345,5389,202,1,63.0,False,0.0,59,2026-03-01 18:47:35,True,High Delivery Fee
2453,6351,1649,457,2,443.0,False,0.0,25,2026-08-12 12:52:11,False,
2454,6355,7759,481,4,368.0,False,0.0,0,2026-07-22 12:18:23,True,Found Better Option
2455,6356,1555,479,2,261.0,False,0.0,0,2026-04-17 20:04:08,False,
2456,6358,6716,275,3,486.0,True,115.0,15,2026-07-08 21:28:29,False,
2457,6369,3132,477,2,236.0,True,43.0,0,2026-07-10 11:15:56,False,
2458,6370,7347,403,2,137.0,False,0.0,25,2026-03-24 10:33:03,False,
2459,6372,2578,448,2,202.0,True,25.0,0,2026-05-03 15:51:48,False,
2460,6375,2048,61,5,1277.0,False,0.0,0,2026-03-31 11:41:08,False,
2461,6377,8729,63,2,471.0,True,93.0,25,2026-05-17 22:45:44,False,
2462,6383,3389,345,1,575.0,True,83.0,59,2026-04-30 12:14:59,False,
2463,6384,9664,147,1,140.0,False,0.0,15,2026-05-31 11:19:00,False,
2464,6387,8259,101,2,371.0,False,0.0,35,2026-08-01 12:03:21,True,High Delivery Fee
2465,6388,9064,5,3,438.0,False,0.0,0,2026-07-12 21:38:44,False,
2466,6389,5238,245,3,575.0,False,0.0,0,2026-07-04 17:00:22,False,
2467,6390,7787,10,2,279.0,False,0.0,0,2026-04-16 22:13:00,False,
2468,6392,2439,352,2,879.0,True,196.0,0,2026-04-10 20:29:33,False,
2469,6393,7321,399,1,238.0,True,26.0,0,2026-06-01 13:32:45,True,Price Too High
2470,6394,2037,277,2,645.0,False,0.0,25,2026-03-26 09:41:22,False,
2471,6399,6979,18,2,367.0,False,0.0,35,2026-03-14 18:34:07,False,
2472,6401,3951,196,3,541.0,True,72.0,15,2026-06-11 20:28:34,False,
2473,6404,4539,66,3,262.0,True,48.0,0,2026-03-28 05:12:46,False,
2474,6405,9490,408,4,1049.0,True,176.0,0,2026-03-01 06:33:02,False,
2475,6408,9370,141,1,457.0,True,70.0,25,2026-08-21 20:41:15,False,
2476,6409,6526,359,4,1157.0,False,0.0,0,2026-06-15 11:41:28,False,
2477,6410,6366,422,4,572.0,False,0.0,25,2026-08-25 13:57:37,False,
2478,6412,6271,107,2,917.0,True,233.0,0,2026-04-12 06:58:51,False,
2479,6416,3031,441,2,280.0,True,50.0,0,2026-03-16 18:03:13,False,
2480,6417,6917,323,2,644.0,False,0.0,0,2026-05-09 10:13:33,False,
2481,6418,7718,343,3,656.0,True,139.0,49,2026-07-10 21:15:34,True,High Delivery Fee
2482,6423,5582,224,2,245.0,False,0.0,0,2026-05-04 13:30:38,False,
2483,6431,4615,217,1,677.0,True,182.0,25,2026-06-03 21:59:29,False,
2484,6432,483,129,2,204.0,True,48.0,0,2026-05-25 12:35:20,True,Found Better Option
2485,6435,1467,66,2,172.0,False,0.0,25,2026-07-12 21:48:44,False,
2486,6436,214,441,3,472.0,False,0.0,0,2026-07-22 22:29:24,False,
2487,6437,4551,137,3,173.0,True,19.0,15,2026-08-09 22:42:14,False,
2488,6438,460,69,2,258.0,False,0.0,0,2026-04-14 21:43:03,False,
2489,6439,7260,10,4,424.0,False,0.0,25,2026-08-26 19:48:03,False,
2490,6441,2470,124,2,381.0,True,68.0,59,2026-05-07 13:00:41,False,
2491,6443,162,451,1,340.0,False,0.0,0,2026-04-18 09:19:14,False,
2492,6445,1132,95,3,546.0,False,0.0,0,2026-04-22 12:14:25,False,
2493,6448,8668,427,4,1148.0,False,0.0,0,2026-06-04 12:02:35,False,
2494,6449,7227,468,3,392.0,False,0.0,15,2026-07-08 12:51:28,True,Found Better Option
2495,6451,3122,136,2,296.0,True,50.0,25,2026-07-03 19:48:15,False,
2496,6454,7467,371,2,218.0,False,0.0,0,2026-03-30 08:13:00,False,
2497,6455,4781,69,1,173.0,False,0.0,25,2026-03-18 16:06:57,False,
2498,6457,7190,385,3,550.0,False,0.0,49,2026-03-08 18:15:44,False,
2499,6458,1894,13,1,92.0,False,0.0,15,2026-07-05 20:56:14,False,
2500,6460,644,99,2,150.0,True,27.0,35,2026-03-26 17:17:20,False,
2501,6462,347,6,1,180.0,False,0.0,35,2026-07-11 14:30:05,False,
2502,6463,9837,91,3,1252.0,False,0.0,35,2026-05-29 11:56:39,False,
2503,6464,9468,146,2,829.0,False,0.0,0,2026-03-01 02:48:01,False,
2504,6465,265,347,2,488.0,False,0.0,25,2026-05-03 22:30:15,False,
2505,6467,5845,271,1,76.0,True,15.0,25,2026-08-20 19:50:29,False,
2506,6471,2314,107,2,1228.0,False,0.0,0,2026-03-27 21:23:56,False,
2507,6473,9260,77,2,622.0,False,0.0,49,2026-07-16 13:09:28,False,
2508,6479,1696,211,2,551.0,False,0.0,35,2026-03-01 19:16:33,False,
2509,6483,2162,398,1,273.0,True,29.0,0,2026-05-26 11:20:46,False,
2510,6488,7822,247,2,550.0,True,134.0,0,2026-06-15 12:57:22,False,
2511,6492,8521,37,2,406.0,False,0.0,25,2026-07-03 13:00:05,False,
2512,6493,2488,236,2,569.0,False,0.0,25,2026-04-07 19:29:26,False,
2513,6494,5804,198,3,567.0,False,0.0,0,2026-07-19 10:39:42,False,
2514,6495,1732,311,2,158.0,False,0.0,59,2026-08-17 07:15:50,False,
2515,6497,2265,80,5,2749.0,False,0.0,0,2026-04-08 13:07:06,False,
2516,6499,7590,381,4,751.0,False,0.0,0,2026-05-11 21:36:19,True,Long Delivery Time
2517,6500,2560,167,3,910.0,False,0.0,35,2026-04-27 18:15:11,False,
2518,6503,9285,212,3,740.0,False,0.0,0,2026-04-21 06:50:24,False,
2519,6505,7759,500,4,2021.0,False,0.0,0,2026-08-19 18:10:10,True,Changed Mind
2520,6506,6185,44,1,180.0,False,0.0,25,2026-04-08 23:54:40,False,
2521,6508,5278,175,2,184.0,False,0.0,25,2026-06-06 12:58:47,False,
2522,6511,5489,245,4,765.0,True,134.0,49,2026-07-03 13:32:33,True,High Delivery Fee
2523,6512,3619,96,2,471.0,True,72.0,0,2026-08-18 16:45:24,False,
2524,6513,8814,204,5,459.0,True,127.0,0,2026-07-10 07:18:47,False,
2525,6514,5613,257,1,197.0,False,0.0,15,2026-08-17 00:53:26,True,Price Too High
2526,6517,1139,430,3,345.0,False,0.0,0,2026-03-18 21:45:48,False,
2527,6521,724,292,3,502.0,False,0.0,0,2026-04-28 13:40:02,True,Changed Mind
2528,6522,4795,323,3,1151.0,False,0.0,0,2026-08-10 17:58:42,False,
2529,6523,3475,226,5,587.0,False,0.0,0,2026-05-19 11:04:31,False,
2530,6526,740,182,2,381.0,False,0.0,15,2026-05-25 22:53:35,False,
2531,6529,1169,415,4,1968.0,False,0.0,0,2026-04-13 08:57:37,False,
2532,6531,9106,358,3,1364.0,False,0.0,25,2026-08-07 12:30:33,False,
2533,6534,3977,403,2,143.0,False,0.0,25,2026-05-20 12:55:26,False,
2534,6535,831,361,5,1470.0,False,0.0,59,2026-05-19 09:19:44,True,High Delivery Fee
2535,6536,9411,246,3,725.0,False,0.0,0,2026-08-24 21:13:40,False,
2536,6539,6603,10,3,293.0,False,0.0,25,2026-06-07 17:44:14,False,
2537,6540,5591,55,3,387.0,False,0.0,15,2026-08-30 12:52:15,True,Price Too High
2538,6545,725,260,1,129.0,False,0.0,25,2026-03-03 20:49:14,False,
2539,6548,8191,178,2,347.0,False,0.0,35,2026-06-24 11:07:59,False,
2540,6551,130,383,2,316.0,False,0.0,0,2026-05-26 12:58:34,False,
2541,6552,2464,117,2,400.0,True,90.0,0,2026-07-27 13:30:47,False,
2542,6554,1283,224,1,150.0,False,0.0,15,2026-07-01 04:27:05,False,
2543,6555,5872,397,4,2476.0,False,0.0,0,2026-04-18 12:40:50,False,
2544,6556,7098,392,3,1676.0,False,0.0,35,2026-05-22 18:56:44,False,
2545,6557,1053,304,2,617.0,False,0.0,25,2026-03-03 12:46:48,True,Price Too High
2546,6559,9587,209,1,233.0,True,27.0,15,2026-03-24 19:38:09,False,
2547,6569,9192,214,1,307.0,False,0.0,0,2026-06-27 12:05:43,False,
2548,6570,1778,156,2,595.0,True,127.0,25,2026-06-04 08:03:53,False,
2549,6571,3955,390,5,1024.0,True,104.0,25,2026-06-25 19:58:47,False,
2550,6572,9065,142,3,1183.0,False,0.0,49,2026-06-29 15:07:32,True,High Delivery Fee
2551,6574,1417,451,3,989.0,False,0.0,49,2026-08-09 13:57:55,True,High Delivery Fee
2552,6579,7921,126,4,456.0,False,0.0,0,2026-05-25 12:11:25,False,
2553,6584,1689,406,1,149.0,False,0.0,15,2026-06-24 11:18:54,False,
2554,6587,686,303,2,855.0,False,0.0,15,2026-03-19 11:18:31,False,
2555,6588,8267,10,3,445.0,False,0.0,0,2026-08-05 10:18:37,False,
2556,6592,7857,420,3,451.0,False,0.0,15,2026-08-04 13:16:18,False,
2557,6594,3034,175,2,185.0,False,0.0,25,2026-06-11 20:58:26,True,Price Too High
2558,6597,5322,43,4,367.0,True,85.0,49,2026-03-09 12:57:57,False,
2559,6598,4822,490,4,2979.0,True,516.0,0,2026-07-15 15:04:25,False,
2560,6599,741,384,3,812.0,True,171.0,59,2026-05-19 23:51:59,True,High Delivery Fee
2561,6600,8182,443,4,915.0,False,0.0,15,2026-06-17 17:56:15,False,
2562,6601,7215,255,2,504.0,False,0.0,35,2026-03-14 23:48:27,False,
2563,6604,9130,126,1,139.0,True,27.0,49,2026-03-25 11:43:37,True,High Delivery Fee
2564,6605,2343,484,3,1076.0,False,0.0,25,2026-03-08 13:24:47,False,
2565,6609,7143,252,2,342.0,False,0.0,0,2026-08-14 20:17:47,False,
2566,6610,3,380,2,312.0,False,0.0,0,2026-06-01 20:13:22,False,
2567,6614,728,138,3,726.0,True,175.0,0,2026-06-23 21:28:34,True,Price Too High
2568,6615,3133,49,2,416.0,True,62.0,0,2026-03-26 22:17:45,False,
2569,6616,4623,165,3,505.0,False,0.0,0,2026-04-29 13:39:00,False,
2570,6620,448,286,1,155.0,False,0.0,49,2026-03-17 13:08:46,True,High Delivery Fee
2571,6622,3984,299,3,1219.0,False,0.0,25,2026-06-12 18:03:58,False,
2572,6627,3188,365,2,191.0,True,27.0,25,2026-05-06 11:43:01,False,
2573,6628,1044,434,3,342.0,True,62.0,25,2026-05-19 20:12:05,False,
2574,6629,9399,104,2,330.0,True,80.0,15,2026-04-16 14:32:07,False,
2575,6633,1465,403,4,367.0,True,42.0,25,2026-04-25 21:40:13,False,
2576,6640,1886,36,1,291.0,False,0.0,0,2026-06-14 13:29:55,False,
2577,6641,5540,295,5,776.0,True,224.0,0,2026-05-24 23:32:21,False,
2578,6643,7046,446,3,778.0,False,0.0,15,2026-08-05 02:02:22,False,
2579,6644,2778,302,2,418.0,False,0.0,49,2026-03-10 13:49:32,False,
2580,6645,8463,429,4,2046.0,False,0.0,35,2026-06-10 12:31:35,True,High Delivery Fee
2581,6646,5691,196,4,719.0,True,190.0,15,2026-04-09 15:20:47,False,
2582,6647,5314,200,3,219.0,False,0.0,35,2026-05-11 18:20:10,False,
2583,6650,3956,346,3,743.0,False,0.0,0,2026-06-23 13:23:52,False,
2584,6656,7510,146,2,480.0,True,101.0,49,2026-08-10 12:01:21,False,
2585,6657,6897,298,3,558.0,False,0.0,59,2026-03-09 21:00:19,True,High Delivery Fee
2586,6659,3832,292,2,335.0,False,0.0,0,2026-06-26 19:38:30,False,
2587,6661,6479,112,2,439.0,False,0.0,0,2026-06-18 09:47:39,False,
2588,6665,4848,283,2,447.0,False,0.0,0,2026-07-03 14:03:56,False,
2589,6666,9604,383,2,307.0,True,61.0,15,2026-07-22 19:23:40,False,
2590,6668,2005,460,5,852.0,True,157.0,25,2026-08-06 23:43:26,False,
2591,6670,832,320,2,390.0,False,0.0,15,2026-03-10 08:55:09,False,
2592,6677,5415,160,1,472.0,False,0.0,0,2026-08-09 17:06:45,False,
2593,6678,4843,66,2,154.0,False,0.0,25,2026-03-26 14:43:24,False,
2594,6681,1996,287,2,191.0,True,25.0,59,2026-04-26 08:55:29,False,
2595,6683,6607,113,3,705.0,False,0.0,35,2026-05-04 13:23:36,False,
2596,6684,8486,332,1,97.0,False,0.0,25,2026-04-19 13:59:38,True,Low Cart Value
2597,6685,5368,11,1,201.0,False,0.0,35,2026-03-26 10:13:18,False,
2598,6686,60,425,2,569.0,True,136.0,15,2026-03-01 19:51:50,False,
