order_id,session_id,user_id,cart_id,restaurant_id,cuisine,items_count,cart_value,discount,delivery_fee,final_order_value,payment_method,delivery_time_mins,rating_given,coupon_applied,timestamp,city
1577,6001,48,2324,12,Desserts,3,436.0,94.0,15,357.0,Credit Card,26,4.0,True,2026-06-11 13:42:48,Lucknow
1578,6003,6587,2325,261,Biryani,2,734.0,0.0,25,759.0,Debit Card,38,3.0,False,2026-06-13 13:58:33,Mumbai
1579,6004,690,2326,13,North Indian,1,137.0,0.0,15,152.0,UPI,19,3.0,False,2026-08-20 16:36:37,Lucknow
1580,6005,3810,2327,200,Street Food,2,136.0,0.0,35,171.0,UPI,41,4.0,False,2026-08-15 20:45:15,Bangalore
1581,6009,4511,2328,289,South Indian,5,365.0,0.0,0,365.0,Wallet,24,4.0,False,2026-03-13 09:11:44,Mumbai
1582,6015,5139,2329,213,North Indian,2,806.0,92.0,0,714.0,Wallet,29,,True,2026-07-04 06:53:36,Mumbai
1583,6016,1082,2330,23,North Indian,1,185.0,51.0,35,169.0,UPI,35,4.0,True,2026-05-28 09:02:11,Delhi NCR
1584,6025,2682,2332,133,North Indian,1,183.0,0.0,25,208.0,Wallet,42,,False,2026-07-05 22:50:17,Chennai
1585,6026,949,2333,13,North Indian,5,515.0,130.0,0,385.0,UPI,14,,True,2026-06-05 22:47:36,Lucknow
1586,6033,6600,2335,245,Biryani,4,679.0,175.0,0,504.0,UPI,47,3.0,True,2026-03-28 10:40:27,Hyderabad
1587,6035,6726,2337,126,Chinese,3,479.0,0.0,49,528.0,COD,33,5.0,False,2026-03-21 21:33:00,Ahmedabad
1588,6036,7275,2338,19,Fast Food,2,536.0,143.0,25,418.0,Wallet,36,3.0,True,2026-04-21 15:28:06,Hyderabad
1589,6037,2195,2339,445,Thai,2,585.0,0.0,0,585.0,Wallet,43,,False,2026-06-16 18:52:35,Hyderabad
1590,6038,5950,2340,138,Pizza,3,672.0,0.0,0,672.0,Wallet,26,5.0,False,2026-04-19 17:08:03,Delhi NCR
1591,6045,2811,2343,118,Rolls,3,823.0,0.0,0,823.0,Credit Card,34,5.0,False,2026-04-24 13:07:28,Chennai
1592,6052,8028,2345,394,South Indian,1,177.0,0.0,15,192.0,Credit Card,51,1.0,False,2026-05-28 23:09:50,Kolkata
1593,6055,5889,2347,118,Rolls,2,421.0,0.0,15,436.0,Debit Card,45,5.0,False,2026-08-30 13:20:42,Chennai
1594,6057,6680,2348,82,Italian,3,307.0,38.0,0,269.0,COD,32,,True,2026-06-20 23:12:09,Delhi NCR
1595,6059,6782,2349,198,Fast Food,4,1129.0,0.0,0,1129.0,UPI,20,4.0,False,2026-06-03 19:50:25,Mumbai
1596,6060,3702,2350,258,Pizza,3,707.0,0.0,0,707.0,Credit Card,17,5.0,False,2026-04-16 10:04:46,Mumbai
1597,6073,3233,2353,388,North Indian,1,162.0,0.0,25,187.0,UPI,39,,False,2026-04-06 20:36:47,Mumbai
1598,6075,6004,2354,364,Street Food,1,260.0,27.0,0,233.0,COD,13,2.0,True,2026-04-12 19:40:06,Delhi NCR
1599,6077,4180,2355,234,Fast Food,3,1577.0,0.0,0,1577.0,UPI,26,,False,2026-05-14 20:34:09,Hyderabad
1600,6082,8633,2357,344,South Indian,1,132.0,0.0,15,147.0,UPI,32,,False,2026-03-05 10:40:21,Mumbai
1601,6095,5543,2360,304,North Indian,1,381.0,0.0,0,381.0,Wallet,29,,False,2026-04-27 06:21:44,Bangalore
1602,6102,7876,2364,322,Italian,4,957.0,0.0,0,957.0,UPI,45,5.0,False,2026-04-17 21:25:21,Hyderabad
1603,6104,1030,2365,99,Fast Food,1,67.0,7.0,35,95.0,Debit Card,45,,True,2026-04-27 21:12:11,Ahmedabad
1604,6111,2439,2367,217,Italian,3,1966.0,0.0,25,1991.0,COD,39,4.0,False,2026-03-12 19:23:19,Mumbai
1605,6124,6722,2369,17,Chinese,4,1227.0,0.0,25,1252.0,UPI,41,,False,2026-04-03 20:27:08,Delhi NCR
1606,6130,5154,2370,483,Italian,1,199.0,46.0,0,153.0,UPI,15,4.0,True,2026-06-12 20:28:52,Ahmedabad
1607,6131,1364,2371,388,North Indian,1,226.0,45.0,25,206.0,UPI,37,4.0,True,2026-08-06 19:36:43,Mumbai
1608,6132,6116,2372,46,North Indian,3,308.0,0.0,0,308.0,Debit Card,31,3.0,False,2026-04-25 17:50:32,Hyderabad
1609,6133,6686,2373,282,North Indian,1,83.0,0.0,25,108.0,COD,49,,False,2026-03-06 20:57:26,Chennai
1610,6138,9342,2375,170,Desserts,2,486.0,143.0,0,343.0,Wallet,48,4.0,True,2026-06-24 20:07:00,Jaipur
1611,6142,5662,2376,272,Biryani,2,254.0,0.0,15,269.0,Debit Card,29,4.0,False,2026-04-17 21:37:53,Pune
1612,6148,2771,2378,186,Chinese,2,382.0,99.0,15,298.0,UPI,29,4.0,True,2026-07-07 10:40:02,Lucknow
1613,6151,8795,2380,372,Thai,2,211.0,0.0,25,236.0,UPI,19,5.0,False,2026-08-20 10:52:09,Hyderabad
1614,6154,674,2381,265,North Indian,5,1731.0,0.0,0,1731.0,Wallet,20,,False,2026-05-10 08:15:57,Chennai
1615,6156,6892,2382,346,Fast Food,3,534.0,0.0,49,583.0,Credit Card,60,,False,2026-07-31 20:54:10,Mumbai
1616,6157,3956,2383,61,Chinese,3,766.0,168.0,25,623.0,UPI,48,1.0,True,2026-08-07 23:22:04,Mumbai
1617,6158,109,2384,60,South Indian,3,1468.0,0.0,25,1493.0,COD,25,4.0,False,2026-04-19 20:26:32,Bangalore
1618,6164,4079,2386,37,North Indian,3,677.0,0.0,25,702.0,UPI,12,5.0,False,2026-03-20 18:21:05,Jaipur
1619,6166,4011,2387,10,Biryani,5,646.0,0.0,0,646.0,Wallet,56,2.0,False,2026-04-13 15:58:48,Chennai
1620,6170,6582,2388,76,North Indian,2,883.0,0.0,0,883.0,UPI,16,,False,2026-06-07 19:47:31,Hyderabad
1621,6172,7738,2390,42,North Indian,4,1250.0,213.0,0,1037.0,Credit Card,12,5.0,True,2026-07-16 20:29:37,Chennai
1622,6173,184,2391,324,Fast Food,3,601.0,0.0,0,601.0,Credit Card,36,,False,2026-04-15 19:47:59,Mumbai
1623,6177,542,2392,386,Chinese,2,245.0,69.0,25,201.0,Wallet,38,4.0,True,2026-04-15 15:59:21,Kolkata
1624,6185,6638,2394,415,South Indian,2,602.0,165.0,25,462.0,UPI,50,3.0,True,2026-04-21 20:28:39,Delhi NCR
1625,6187,8730,2395,362,Mughlai,2,508.0,0.0,0,508.0,UPI,43,5.0,False,2026-08-10 11:38:52,Bangalore
1626,6191,3439,2396,197,Fast Food,2,356.0,0.0,59,415.0,UPI,27,,False,2026-08-05 13:27:04,Hyderabad
1627,6197,3174,2397,181,Chinese,1,246.0,0.0,0,246.0,Debit Card,14,3.0,False,2026-08-11 12:42:59,Hyderabad
1628,6199,8136,2398,49,Continental,2,508.0,0.0,15,523.0,UPI,47,,False,2026-04-14 15:30:41,Mumbai
1629,6204,3013,2399,394,South Indian,2,418.0,0.0,0,418.0,Debit Card,46,2.0,False,2026-08-30 18:22:50,Kolkata
1630,6206,9584,2401,436,Thai,2,331.0,0.0,0,331.0,Credit Card,26,5.0,False,2026-07-07 16:13:36,Kolkata
1631,6208,298,2402,223,Chinese,3,1317.0,233.0,0,1084.0,Credit Card,34,,True,2026-08-18 21:16:10,Mumbai
1632,6210,8233,2403,326,Biryani,2,275.0,57.0,0,218.0,Credit Card,56,,True,2026-04-23 09:12:58,Bangalore
1633,6215,9188,2405,259,South Indian,2,253.0,0.0,0,253.0,UPI,38,,False,2026-03-23 23:04:00,Mumbai
1634,6221,9837,2406,160,Fast Food,3,1036.0,0.0,35,1071.0,Credit Card,38,3.0,False,2026-03-16 10:21:36,Pune
1635,6224,7862,2409,267,South Indian,1,153.0,0.0,0,153.0,UPI,36,4.0,False,2026-08-15 11:31:28,Delhi NCR
1636,6226,5427,2410,200,Street Food,3,223.0,61.0,0,162.0,Credit Card,45,5.0,True,2026-03-16 16:33:34,Bangalore
1637,6230,3082,2411,190,Biryani,2,405.0,0.0,15,420.0,COD,35,5.0,False,2026-05-09 19:22:24,Hyderabad
1638,6242,5770,2415,439,Healthy Food,2,257.0,0.0,15,272.0,COD,31,4.0,False,2026-08-25 20:22:59,Kolkata
1639,6249,7621,2417,381,Rolls,4,944.0,103.0,15,856.0,COD,12,4.0,True,2026-03-18 20:04:52,Ahmedabad
1640,6251,1247,2419,210,Continental,2,519.0,146.0,0,373.0,COD,24,,True,2026-06-26 13:17:33,Bangalore
1641,6258,6943,2421,79,Street Food,2,363.0,0.0,25,388.0,Wallet,14,5.0,False,2026-08-10 12:27:53,Hyderabad
1642,6262,6390,2422,312,North Indian,1,262.0,0.0,0,262.0,UPI,41,4.0,False,2026-04-10 19:36:27,Mumbai
1643,6267,4916,2424,317,North Indian,2,401.0,0.0,15,416.0,Wallet,65,,False,2026-05-07 13:02:13,Delhi NCR
1644,6268,8479,2425,185,Pizza,4,509.0,133.0,0,376.0,Wallet,63,2.0,True,2026-05-24 09:44:58,Bangalore
1645,6278,6207,2427,315,Biryani,4,504.0,0.0,0,504.0,UPI,29,3.0,False,2026-08-30 14:12:22,Bangalore
1646,6282,6316,2428,366,Pizza,2,340.0,0.0,15,355.0,Wallet,23,4.0,False,2026-07-30 10:50:38,Hyderabad
1647,6286,4207,2429,226,Continental,1,142.0,0.0,49,191.0,COD,30,4.0,False,2026-07-22 20:27:26,Kolkata
1648,6288,4260,2431,426,Fast Food,1,224.0,54.0,15,185.0,UPI,41,4.0,True,2026-08-23 22:00:54,Mumbai
1649,6295,925,2432,171,Beverages,2,395.0,78.0,0,317.0,UPI,12,4.0,True,2026-05-27 19:15:05,Delhi NCR
1650,6296,7388,2433,427,North Indian,4,783.0,0.0,59,842.0,Debit Card,12,,False,2026-08-08 20:01:06,Delhi NCR
1651,6305,4320,2435,105,North Indian,2,270.0,0.0,25,295.0,UPI,27,5.0,False,2026-04-18 12:57:52,Mumbai
1652,6306,4746,2436,36,South Indian,3,723.0,78.0,0,645.0,Wallet,37,,True,2026-06-30 10:18:28,Pune
1653,6307,3121,2437,338,Chinese,1,336.0,0.0,0,336.0,Wallet,52,,False,2026-06-08 13:30:37,Kolkata
1654,6308,9009,2438,11,North Indian,3,627.0,0.0,0,627.0,UPI,46,,False,2026-07-05 13:12:43,Jaipur
1655,6313,2604,2440,209,Pizza,2,493.0,146.0,15,362.0,COD,42,4.0,True,2026-04-28 09:36:29,Ahmedabad
1656,6318,5676,2442,21,North Indian,5,2117.0,518.0,0,1599.0,UPI,29,3.0,True,2026-04-04 08:14:10,Delhi NCR
1657,6323,6559,2444,408,Healthy Food,3,728.0,112.0,35,651.0,Credit Card,31,2.0,True,2026-04-02 13:34:02,Lucknow
1658,6324,3207,2445,39,Chinese,5,1395.0,228.0,25,1192.0,UPI,37,,True,2026-03-07 22:01:20,Delhi NCR
1659,6325,3966,2446,206,Thai,1,121.0,0.0,49,170.0,Debit Card,16,,False,2026-05-24 13:18:31,Ahmedabad
1660,6329,2449,2448,390,Desserts,3,406.0,0.0,25,431.0,UPI,48,4.0,False,2026-08-11 13:08:06,Lucknow
1661,6336,4796,2449,112,South Indian,3,609.0,0.0,0,609.0,Credit Card,42,,False,2026-07-30 17:53:31,Jaipur
1662,6339,876,2450,33,Italian,1,176.0,0.0,25,201.0,Wallet,35,,False,2026-08-23 09:39:23,Mumbai
1663,6351,1649,2453,457,Healthy Food,2,443.0,0.0,25,468.0,Credit Card,46,4.0,False,2026-08-12 12:55:58,Pune
1664,6356,1555,2455,479,Fast Food,2,261.0,0.0,0,261.0,COD,22,5.0,False,2026-04-17 20:08:58,Mumbai
1665,6358,6716,2456,275,South Indian,3,486.0,115.0,15,386.0,UPI,29,3.0,True,2026-07-08 21:34:25,Bangalore
1666,6369,3132,2457,477,Italian,2,236.0,43.0,0,193.0,UPI,15,4.0,True,2026-07-10 11:21:01,Mumbai
1667,6370,7347,2458,403,Fast Food,2,137.0,0.0,25,162.0,Wallet,38,,False,2026-03-24 10:37:43,Delhi NCR
1668,6372,2578,2459,448,Biryani,2,202.0,25.0,0,177.0,Debit Card,51,4.0,True,2026-05-03 15:55:23,Chennai
1669,6375,2048,2460,61,Chinese,5,1277.0,0.0,0,1277.0,Wallet,39,4.0,False,2026-03-31 11:46:28,Mumbai
1670,6377,8729,2461,63,Chinese,2,471.0,93.0,25,403.0,COD,34,5.0,True,2026-05-17 22:50:12,Pune
1671,6383,3389,2462,345,Chinese,1,575.0,83.0,59,551.0,UPI,13,5.0,True,2026-04-30 12:18:11,Delhi NCR
1672,6384,9664,2463,147,Thai,1,140.0,0.0,15,155.0,UPI,29,3.0,False,2026-05-31 11:23:45,Bangalore
1673,6388,9064,2465,5,Biryani,3,438.0,0.0,0,438.0,UPI,34,,False,2026-07-12 21:42:46,Delhi NCR
1674,6389,5238,2466,245,Biryani,3,575.0,0.0,0,575.0,Credit Card,46,,False,2026-07-04 17:04:29,Hyderabad
1675,6390,7787,2467,10,Biryani,2,279.0,0.0,0,279.0,COD,50,,False,2026-04-16 22:19:00,Chennai
1676,6392,2439,2468,352,Thai,2,879.0,196.0,0,683.0,UPI,42,5.0,True,2026-04-10 20:34:19,Mumbai
1677,6394,2037,2470,277,North Indian,2,645.0,0.0,25,670.0,Credit Card,24,5.0,False,2026-03-26 09:45:27,Mumbai
1678,6399,6979,2471,18,Street Food,2,367.0,0.0,35,402.0,UPI,43,5.0,False,2026-03-14 18:38:22,Delhi NCR
1679,6404,4539,2473,66,Thai,3,262.0,48.0,0,214.0,UPI,63,,True,2026-03-28 05:17:39,Bangalore
1680,6405,9490,2474,408,Healthy Food,4,1049.0,176.0,0,873.0,Wallet,51,3.0,True,2026-03-01 06:36:37,Lucknow
1681,6409,6526,2476,359,Healthy Food,4,1157.0,0.0,0,1157.0,Wallet,33,3.0,False,2026-06-15 11:47:45,Hyderabad
1682,6410,6366,2477,422,South Indian,4,572.0,0.0,25,597.0,Credit Card,19,,False,2026-08-25 14:01:55,Delhi NCR
1683,6412,6271,2478,107,Street Food,2,917.0,233.0,0,684.0,UPI,34,,True,2026-04-12 07:03:55,Delhi NCR
1684,6416,3031,2479,441,Italian,2,280.0,50.0,0,230.0,Wallet,35,4.0,True,2026-03-16 18:08:32,Bangalore
1685,6417,6917,2480,323,Mughlai,2,644.0,0.0,0,644.0,UPI,39,4.0,False,2026-05-09 10:18:30,Ahmedabad
1686,6423,5582,2482,224,Desserts,2,245.0,0.0,0,245.0,Debit Card,27,5.0,False,2026-05-04 13:33:09,Mumbai
1687,6431,4615,2483,217,Italian,1,677.0,182.0,25,520.0,COD,44,4.0,True,2026-06-03 22:04:19,Mumbai
1688,6435,1467,2485,66,Thai,2,172.0,0.0,25,197.0,COD,47,,False,2026-07-12 21:53:26,Bangalore
1689,6436,214,2486,441,Italian,3,472.0,0.0,0,472.0,UPI,25,,False,2026-07-22 22:32:21,Bangalore
1690,6437,4551,2487,137,South Indian,3,173.0,19.0,15,169.0,UPI,23,,True,2026-08-09 22:45:24,Ahmedabad
1691,6438,460,2488,69,Mughlai,2,258.0,0.0,0,258.0,Debit Card,24,,False,2026-04-14 21:47:23,Pune
1692,6439,7260,2489,10,Biryani,4,424.0,0.0,25,449.0,COD,31,4.0,False,2026-08-26 19:52:39,Chennai
1693,6441,2470,2490,124,North Indian,2,381.0,68.0,59,372.0,Credit Card,12,5.0,True,2026-05-07 13:04:14,Delhi NCR
1694,6445,1132,2492,95,Pizza,3,546.0,0.0,0,546.0,UPI,38,4.0,False,2026-04-22 12:19:02,Bangalore
1695,6448,8668,2493,427,North Indian,4,1148.0,0.0,0,1148.0,UPI,12,2.0,False,2026-06-04 12:07:56,Delhi NCR
1696,6454,7467,2496,371,North Indian,2,218.0,0.0,0,218.0,Wallet,34,5.0,False,2026-03-30 08:17:23,Chennai
1697,6455,4781,2497,69,Mughlai,1,173.0,0.0,25,198.0,Credit Card,37,5.0,False,2026-03-18 16:12:34,Pune
1698,6457,7190,2498,385,Chinese,3,550.0,0.0,49,599.0,COD,33,5.0,False,2026-03-08 18:21:59,Delhi NCR
1699,6458,1894,2499,13,North Indian,1,92.0,0.0,15,107.0,UPI,27,,False,2026-07-05 21:01:58,Lucknow
1700,6462,347,2501,6,Desserts,1,180.0,0.0,35,215.0,Wallet,20,4.0,False,2026-07-11 14:36:42,Hyderabad
1701,6463,9837,2502,91,Healthy Food,3,1252.0,0.0,35,1287.0,UPI,40,,False,2026-05-29 12:00:44,Pune
1702,6464,9468,2503,146,Italian,2,829.0,0.0,0,829.0,COD,43,4.0,False,2026-03-01 02:52:07,Delhi NCR
1703,6465,265,2504,347,Street Food,2,488.0,0.0,25,513.0,Credit Card,42,3.0,False,2026-05-03 22:33:07,Delhi NCR
1704,6467,5845,2505,271,Biryani,1,76.0,15.0,25,86.0,Credit Card,60,,True,2026-08-20 19:54:19,Delhi NCR
1705,6471,2314,2506,107,Street Food,2,1228.0,0.0,0,1228.0,Wallet,41,4.0,False,2026-03-27 21:28:54,Delhi NCR
1706,6473,9260,2507,77,North Indian,2,622.0,0.0,49,671.0,UPI,26,,False,2026-07-16 13:14:05,Bangalore
1707,6479,1696,2508,211,North Indian,2,551.0,0.0,35,586.0,COD,23,3.0,False,2026-03-01 19:21:46,Chennai
1708,6483,2162,2509,398,Chinese,1,273.0,29.0,0,244.0,UPI,29,,True,2026-05-26 11:24:31,Delhi NCR
1709,6492,8521,2511,37,North Indian,2,406.0,0.0,25,431.0,UPI,12,4.0,False,2026-07-03 13:03:18,Jaipur
1710,6493,2488,2512,236,South Indian,2,569.0,0.0,25,594.0,UPI,34,,False,2026-04-07 19:34:29,Delhi NCR
1711,6494,5804,2513,198,Fast Food,3,567.0,0.0,0,567.0,Credit Card,12,,False,2026-07-19 10:43:47,Mumbai
1712,6495,1732,2514,311,Fast Food,2,158.0,0.0,59,217.0,Wallet,39,3.0,False,2026-08-17 07:18:26,Mumbai
1713,6497,2265,2515,80,Pizza,5,2749.0,0.0,0,2749.0,COD,42,5.0,False,2026-04-08 13:11:15,Delhi NCR
1714,6500,2560,2517,167,Biryani,3,910.0,0.0,35,945.0,Debit Card,42,,False,2026-04-27 18:20:47,Lucknow
1715,6503,9285,2518,212,Italian,3,740.0,0.0,0,740.0,UPI,22,5.0,False,2026-04-21 06:54:56,Delhi NCR
1716,6506,6185,2520,44,Pizza,1,180.0,0.0,25,205.0,Wallet,53,3.0,False,2026-04-08 23:58:08,Pune
1717,6508,5278,2521,175,Chinese,2,184.0,0.0,25,209.0,UPI,34,,False,2026-06-06 13:03:10,Mumbai
1718,6512,3619,2523,96,Chinese,2,471.0,72.0,0,399.0,UPI,40,,True,2026-08-18 16:49:10,Mumbai
1719,6513,8814,2524,204,Healthy Food,5,459.0,127.0,0,332.0,UPI,55,5.0,True,2026-07-10 07:23:57,Mumbai
1720,6517,1139,2526,430,Italian,3,345.0,0.0,0,345.0,Debit Card,39,4.0,False,2026-03-18 21:49:30,Mumbai
1721,6522,4795,2528,323,Mughlai,3,1151.0,0.0,0,1151.0,COD,40,5.0,False,2026-08-10 18:01:23,Ahmedabad
1722,6523,3475,2529,226,Continental,5,587.0,0.0,0,587.0,UPI,45,,False,2026-05-19 11:09:16,Kolkata
1723,6526,740,2530,182,Chinese,2,381.0,0.0,15,396.0,UPI,38,3.0,False,2026-05-25 22:57:20,Jaipur
1724,6529,1169,2531,415,South Indian,4,1968.0,0.0,0,1968.0,COD,43,1.0,False,2026-04-13 09:02:59,Delhi NCR
1725,6531,9106,2532,358,Fast Food,3,1364.0,0.0,25,1389.0,Debit Card,51,4.0,False,2026-08-07 12:36:20,Hyderabad
1726,6534,3977,2533,403,Fast Food,2,143.0,0.0,25,168.0,UPI,43,3.0,False,2026-05-20 13:01:05,Delhi NCR
1727,6536,9411,2535,246,Chinese,3,725.0,0.0,0,725.0,UPI,50,5.0,False,2026-08-24 21:18:24,Kolkata
1728,6539,6603,2536,10,Biryani,3,293.0,0.0,25,318.0,COD,42,,False,2026-06-07 17:49:21,Chennai
1729,6545,725,2538,260,Continental,1,129.0,0.0,25,154.0,UPI,41,5.0,False,2026-03-03 20:54:10,Bangalore
1730,6551,130,2540,383,Chinese,2,316.0,0.0,0,316.0,UPI,44,,False,2026-05-26 13:02:48,Bangalore
1731,6552,2464,2541,117,North Indian,2,400.0,90.0,0,310.0,Wallet,24,,True,2026-07-27 13:35:19,Delhi NCR
1732,6559,9587,2546,209,Pizza,1,233.0,27.0,15,221.0,UPI,64,,True,2026-03-24 19:44:00,Ahmedabad
1733,6569,9192,2547,214,Desserts,1,307.0,0.0,0,307.0,UPI,54,3.0,False,2026-06-27 12:11:42,Delhi NCR
1734,6571,3955,2549,390,Desserts,5,1024.0,104.0,25,945.0,UPI,58,4.0,True,2026-06-25 20:04:06,Lucknow
1735,6579,7921,2552,126,Chinese,4,456.0,0.0,0,456.0,UPI,51,3.0,False,2026-05-25 12:15:39,Ahmedabad
1736,6584,1689,2553,406,Fast Food,1,149.0,0.0,15,164.0,Wallet,36,5.0,False,2026-06-24 11:22:42,Delhi NCR
1737,6587,686,2554,303,Mughlai,2,855.0,0.0,15,870.0,UPI,27,2.0,False,2026-03-19 11:23:31,Mumbai
1738,6588,8267,2555,10,Biryani,3,445.0,0.0,0,445.0,Credit Card,33,5.0,False,2026-08-05 10:22:30,Chennai
1739,6592,7857,2556,420,Street Food,3,451.0,0.0,15,466.0,Credit Card,17,5.0,False,2026-08-04 13:22:55,Jaipur
1740,6598,4822,2559,490,Mughlai,4,2979.0,516.0,0,2463.0,Wallet,33,5.0,True,2026-07-15 15:07:12,Mumbai
1741,6600,8182,2561,443,Fast Food,4,915.0,0.0,15,930.0,Credit Card,57,3.0,False,2026-06-17 18:00:05,Jaipur
1742,6605,2343,2564,484,Chinese,3,1076.0,0.0,25,1101.0,Debit Card,48,5.0,False,2026-03-08 13:30:05,Hyderabad
1743,6609,7143,2565,252,Continental,2,342.0,0.0,0,342.0,UPI,20,,False,2026-08-14 20:21:30,Hyderabad
1744,6610,3,2566,380,Italian,2,312.0,0.0,0,312.0,COD,32,4.0,False,2026-06-01 20:19:56,Bangalore
1745,6615,3133,2568,49,Continental,2,416.0,62.0,0,354.0,Credit Card,38,,True,2026-03-26 22:20:48,Mumbai
1746,6616,4623,2569,165,Street Food,3,505.0,0.0,0,505.0,Credit Card,36,,False,2026-04-29 13:43:21,Mumbai
1747,6622,3984,2571,299,South Indian,3,1219.0,0.0,25,1244.0,Credit Card,41,,False,2026-06-12 18:08:07,Bangalore
1748,6627,3188,2572,365,Biryani,2,191.0,27.0,25,189.0,UPI,33,,True,2026-05-06 11:48:52,Bangalore
1749,6628,1044,2573,434,Healthy Food,3,342.0,62.0,25,305.0,UPI,26,5.0,True,2026-05-19 20:16:14,Pune
1750,6629,9399,2574,104,Italian,2,330.0,80.0,15,265.0,COD,31,,True,2026-04-16 14:37:03,Bangalore
1751,6633,1465,2575,403,Fast Food,4,367.0,42.0,25,350.0,UPI,38,5.0,True,2026-04-25 21:44:19,Delhi NCR
1752,6640,1886,2576,36,South Indian,1,291.0,0.0,0,291.0,Credit Card,47,3.0,False,2026-06-14 13:33:58,Pune
1753,6641,5540,2577,295,Italian,5,776.0,224.0,0,552.0,Credit Card,34,3.0,True,2026-05-24 23:37:03,Hyderabad
1754,6643,7046,2578,446,Italian,3,778.0,0.0,15,793.0,UPI,12,,False,2026-08-05 02:05:11,Bangalore
1755,6646,5691,2581,196,North Indian,4,719.0,190.0,15,544.0,Wallet,49,4.0,True,2026-04-09 15:25:10,Hyderabad
1756,6647,5314,2582,200,Street Food,3,219.0,0.0,35,254.0,COD,56,,False,2026-05-11 18:26:41,Bangalore
1757,6650,3956,2583,346,Fast Food,3,743.0,0.0,0,743.0,Debit Card,48,4.0,False,2026-06-23 13:29:05,Mumbai
1758,6656,7510,2584,146,Italian,2,480.0,101.0,49,428.0,UPI,62,,True,2026-08-10 12:05:25,Delhi NCR
1759,6659,3832,2586,292,Biryani,2,335.0,0.0,0,335.0,Debit Card,37,,False,2026-06-26 19:42:51,Pune
1760,6661,6479,2587,112,South Indian,2,439.0,0.0,0,439.0,COD,15,,False,2026-06-18 09:53:04,Jaipur
1761,6666,9604,2589,383,Chinese,2,307.0,61.0,15,261.0,Wallet,31,5.0,True,2026-07-22 19:26:24,Bangalore
1762,6668,2005,2590,460,Biryani,5,852.0,157.0,25,720.0,Debit Card,29,4.0,True,2026-08-06 23:48:01,Delhi NCR
1763,6670,832,2591,320,Street Food,2,390.0,0.0,15,405.0,UPI,45,3.0,False,2026-03-10 09:00:48,Pune
1764,6677,5415,2592,160,Fast Food,1,472.0,0.0,0,472.0,UPI,40,4.0,False,2026-08-09 17:10:28,Pune
1765,6681,1996,2594,287,South Indian,2,191.0,25.0,59,225.0,Debit Card,20,,True,2026-04-26 09:00:20,Ahmedabad
1766,6683,6607,2595,113,South Indian,3,705.0,0.0,35,740.0,UPI,46,,False,2026-05-04 13:29:58,Delhi NCR
1767,6685,5368,2597,11,North Indian,1,201.0,0.0,35,236.0,Wallet,27,5.0,False,2026-03-26 10:18:02,Jaipur
1768,6686,60,2598,425,South Indian,2,569.0,136.0,15,448.0,UPI,34,3.0,True,2026-03-01 19:56:22,Mumbai
1769,6688,9599,2600,446,Italian,2,429.0,0.0,0,429.0,Debit Card,12,3.0,False,2026-07-24 13:31:37,Bangalore
1770,6698,9019,2602,71,Street Food,1,185.0,0.0,15,200.0,Wallet,27,,False,2026-07-31 13:54:07,Hyderabad
1771,6701,9174,2603,47,North Indian,3,551.0,0.0,25,576.0,Credit Card,64,4.0,False,2026-03-21 17:36:48,Bangalore
1772,6707,9456,2606,181,Chinese,2,449.0,0.0,0,449.0,Debit Card,19,3.0,False,2026-06-20 07:42:55,Hyderabad
1773,6708,7546,2607,144,Chinese,1,92.0,0.0,15,107.0,Credit Card,50,4.0,False,2026-08-29 19:44:52,Mumbai
1774,6709,3257,2608,294,North Indian,2,580.0,0.0,35,615.0,UPI,16,4.0,False,2026-07-23 23:59:18,Delhi NCR
1775,6717,6788,2610,463,Mughlai,3,864.0,0.0,0,864.0,Wallet,40,3.0,False,2026-03-31 20:12:11,Lucknow
1776,6718,7171,2611,409,Street Food,4,726.0,0.0,0,726.0,Debit Card,12,4.0,False,2026-08-21 20:59:52,Kolkata
1777,6719,7601,2612,35,South Indian,2,800.0,0.0,0,800.0,Wallet,44,,False,2026-04-12 14:14:35,Chennai
1778,6721,1375,2613,228,Pizza,5,1091.0,0.0,35,1126.0,UPI,47,,False,2026-07-08 13:20:26,Kolkata
1779,6728,9764,2617,29,Street Food,2,277.0,0.0,0,277.0,UPI,36,5.0,False,2026-08-21 21:54:16,Bangalore
1780,6737,6259,2620,202,North Indian,3,201.0,0.0,0,201.0,Credit Card,20,2.0,False,2026-04-23 12:25:38,Mumbai
1781,6749,8962,2622,5,Biryani,4,478.0,49.0,25,454.0,COD,23,5.0,True,2026-03-16 09:59:26,Delhi NCR
1782,6751,875,2623,86,Fast Food,1,125.0,0.0,25,150.0,Wallet,31,,False,2026-03-27 23:42:38,Mumbai
1783,6758,900,2624,3,Biryani,1,155.0,0.0,0,155.0,COD,28,,False,2026-03-01 17:44:53,Pune
1784,6759,4425,2625,366,Pizza,4,755.0,170.0,15,600.0,COD,24,5.0,True,2026-08-26 00:08:56,Hyderabad
1785,6760,9301,2626,1,Desserts,5,1163.0,0.0,0,1163.0,COD,28,,False,2026-06-22 05:47:37,Delhi NCR
1786,6761,7453,2627,170,Desserts,1,207.0,0.0,49,256.0,COD,37,4.0,False,2026-06-30 14:42:29,Jaipur
