session_id,user_id,session_start,session_duration_secs,platform,day_of_week,hour_of_day,is_weekend
922,8968,2026-05-13 20:57:00,30,Android,Wednesday,20,False
923,9909,2026-07-28 21:36:00,922,iOS,Tuesday,21,False
924,8677,2026-03-17 14:27:00,395,iOS,Tuesday,14,False
925,735,2026-06-16 12:02:00,315,iOS,Tuesday,12,False
926,6419,2026-05-04 20:15:00,115,Android,Monday,20,False
927,3166,2026-06-14 07:12:00,266,iOS,Sunday,7,True
928,2055,2026-06-24 20:50:00,30,Android,Wednesday,20,False
929,3276,2026-07-12 20:20:00,56,Web,Sunday,20,True
930,7062,2026-03-31 11:08:00,474,Android,Tuesday,11,False
931,7682,2026-08-12 01:18:00,412,Android,Wednesday,1,False
932,5370,2026-05-03 22:51:00,241,iOS,Sunday,22,True
933,4700,2026-05-10 19:51:00,215,iOS,Sunday,19,True
934,8764,2026-04-18 16:46:00,87,iOS,Saturday,16,True
935,6741,2026-07-25 12:45:00,103,Android,Saturday,12,True
936,3781,2026-04-10 20:01:00,193,iOS,Friday,20,False
937,7746,2026-04-01 11:51:00,418,Android,Wednesday,11,False
938,7991,2026-08-21 21:34:00,30,iOS,Friday,21,False
939,5219,2026-04-28 11:34:00,231,Android,Tuesday,11,False
940,3608,2026-06-29 18:37:00,124,Android,Monday,18,False
941,7442,2026-04-30 17:45:00,421,Android,Thursday,17,False
942,3877,2026-03-04 09:42:00,134,Android,Wednesday,9,False
943,904,2026-08-01 11:43:00,786,Android,Saturday,11,True
944,7507,2026-08-03 17:46:00,34,Android,Monday,17,False
945,8303,2026-08-05 18:20:00,82,Android,Wednesday,18,False
946,2817,2026-08-07 06:57:00,185,Android,Friday,6,False
947,7957,2026-05-27 23:41:00,502,Android,Wednesday,23,False
948,9081,2026-06-09 09:13:00,282,Web,Tuesday,9,False
949,2667,2026-05-03 20:20:00,595,Web,Sunday,20,True
950,6205,2026-07-14 00:49:00,104,Android,Tuesday,0,False
951,7268,2026-05-12 11:21:00,188,Android,Tuesday,11,False
952,5237,2026-06-07 18:29:00,232,iOS,Sunday,18,True
953,6606,2026-05-14 13:19:00,374,Android,Thursday,13,False
954,859,2026-07-26 16:05:00,37,iOS,Sunday,16,True
955,5246,2026-04-05 14:15:00,607,iOS,Sunday,14,True
956,2250,2026-07-08 22:47:00,310,Android,Wednesday,22,False
957,1801,2026-05-08 16:54:00,367,Android,Friday,16,False
958,5217,2026-04-17 11:34:00,192,Android,Friday,11,False
959,3908,2026-05-03 20:09:00,137,Android,Sunday,20,True
960,4077,2026-06-07 09:24:00,30,iOS,Sunday,9,True
961,1864,2026-05-01 13:07:00,387,Android,Friday,13,False
962,2779,2026-05-23 11:45:00,531,iOS,Saturday,11,True
963,7040,2026-06-14 00:26:00,30,Android,Sunday,0,True
964,7581,2026-04-01 07:25:00,223,Android,Wednesday,7,False
965,2700,2026-07-02 06:49:00,267,iOS,Thursday,6,False
966,7737,2026-07-08 22:30:00,146,iOS,Wednesday,22,False
967,6341,2026-07-04 19:35:00,288,Android,Saturday,19,True
968,246,2026-04-13 12:31:00,539,Android,Monday,12,False
969,2389,2026-06-29 23:03:00,77,Android,Monday,23,False
970,621,2026-05-28 19:57:00,138,iOS,Thursday,19,False
971,5160,2026-03-27 08:14:00,296,Android,Friday,8,False
972,7458,2026-06-29 10:35:00,30,Android,Monday,10,False
973,6888,2026-06-11 23:25:00,131,Android,Thursday,23,False
974,9295,2026-07-06 11:17:00,433,Web,Monday,11,False
975,9524,2026-03-11 19:00:00,87,Android,Wednesday,19,False
976,2258,2026-04-23 02:59:00,213,Android,Thursday,2,False
977,4175,2026-03-05 11:53:00,233,Android,Thursday,11,False
978,5049,2026-04-10 11:02:00,283,Android,Friday,11,False
979,6284,2026-05-19 13:49:00,288,Android,Tuesday,13,False
980,9231,2026-03-18 18:58:00,337,Android,Wednesday,18,False
981,169,2026-03-06 13:33:00,189,iOS,Friday,13,False
982,2678,2026-06-04 09:22:00,160,iOS,Thursday,9,False
983,9762,2026-05-08 12:30:00,36,iOS,Friday,12,False
984,2154,2026-06-19 22:11:00,72,Android,Friday,22,False
985,4822,2026-07-05 20:07:00,178,Android,Sunday,20,True
986,8860,2026-04-09 17:11:00,899,Android,Thursday,17,False
987,8926,2026-04-05 14:27:00,345,iOS,Sunday,14,True
988,7004,2026-04-30 19:56:00,190,Web,Thursday,19,False
989,8152,2026-05-23 14:49:00,96,Android,Saturday,14,True
990,3831,2026-07-09 12:28:00,30,Android,Thursday,12,False
991,7353,2026-06-09 13:52:00,152,Android,Tuesday,13,False
992,6010,2026-05-03 13:32:00,94,Web,Sunday,13,True
993,5577,2026-03-18 07:52:00,529,iOS,Wednesday,7,False
994,2183,2026-06-15 06:33:00,40,Android,Monday,6,False
995,3164,2026-06-11 21:16:00,467,Android,Thursday,21,False
996,5036,2026-04-28 09:20:00,111,iOS,Tuesday,9,False
997,6245,2026-06-27 11:51:00,341,iOS,Saturday,11,True
998,8261,2026-05-09 06:11:00,91,Web,Saturday,6,True
999,7307,2026-07-06 14:33:00,395,iOS,Monday,14,False
1000,9281,2026-08-07 23:20:00,271,Android,Friday,23,False
1001,9021,2026-06-04 22:52:00,35,iOS,Thursday,22,False
1002,1880,2026-08-22 13:49:00,643,iOS,Saturday,13,True
1003,8047,2026-04-02 13:33:00,103,iOS,Thursday,13,False
1004,4010,2026-06-14 23:25:00,94,iOS,Sunday,23,True
1005,11,2026-07-14 15:25:00,202,Android,Tuesday,15,False
1006,6402,2026-07-16 12:06:00,134,iOS,Thursday,12,False
1007,3949,2026-08-02 17:18:00,323,iOS,Sunday,17,True
1008,8907,2026-08-11 06:04:00,30,Web,Tuesday,6,False
1009,5143,2026-05-19 19:28:00,148,Android,Tuesday,19,False
1010,9346,2026-05-28 15:57:00,230,Android,Thursday,15,False
1011,1947,2026-08-16 06:37:00,471,Web,Sunday,6,True
1012,5594,2026-05-23 11:09:00,609,Android,Saturday,11,True
1013,758,2026-05-14 10:07:00,35,Android,Thursday,10,False
1014,9213,2026-07-23 13:22:00,791,Android,Thursday,13,False
1015,9206,2026-07-30 09:24:00,574,Web,Thursday,9,False
1016,6053,2026-07-16 06:09:00,1011,Android,Thursday,6,False
1017,7833,2026-03-06 14:36:00,36,Android,Friday,14,False
1018,4302,2026-06-06 09:13:00,816,iOS,Saturday,9,True
1019,4291,2026-05-12 14:25:00,224,Web,Tuesday,14,False
1020,7126,2026-05-17 19:37:00,30,Web,Sunday,19,True
1021,6793,2026-08-07 12:20:00,551,Android,Friday,12,False
1022,328,2026-03-07 10:52:00,184,Web,Saturday,10,True
1023,8592,2026-03-02 10:00:00,239,Android,Monday,10,False
1024,613,2026-08-03 21:15:00,163,Android,Monday,21,False
1025,4495,2026-04-24 17:09:00,506,Android,Friday,17,False
1026,9965,2026-04-06 09:10:00,203,Web,Monday,9,False
1027,9472,2026-03-10 22:59:00,84,Android,Tuesday,22,False
1028,8855,2026-03-29 20:36:00,374,iOS,Sunday,20,True
1029,6336,2026-04-26 13:30:00,38,Android,Sunday,13,True
1030,8531,2026-03-28 11:52:00,48,iOS,Saturday,11,True
1031,3117,2026-05-23 22:34:00,81,iOS,Saturday,22,True
1032,2727,2026-08-15 15:24:00,243,iOS,Saturday,15,True
1033,4308,2026-06-01 13:13:00,30,Android,Monday,13,False
1034,9425,2026-04-12 08:01:00,550,Android,Sunday,8,True
1035,634,2026-03-17 19:32:00,440,Android,Tuesday,19,False
1036,4311,2026-07-11 07:51:00,30,Android,Saturday,7,True
1037,3474,2026-03-14 14:33:00,57,Android,Saturday,14,True
1038,8210,2026-05-18 19:09:00,30,Android,Monday,19,False
1039,2641,2026-06-16 21:15:00,531,Android,Tuesday,21,False
1040,3932,2026-08-14 12:40:00,897,Web,Friday,12,False
1041,1486,2026-04-26 08:51:00,1200,Android,Sunday,8,True
1042,8037,2026-08-27 12:33:00,803,Android,Thursday,12,False
1043,4844,2026-06-02 10:12:00,1080,iOS,Tuesday,10,False
1044,2836,2026-06-23 20:43:00,38,Android,Tuesday,20,False
1045,8206,2026-07-09 13:08:00,1200,iOS,Thursday,13,False
1046,6738,2026-05-02 11:12:00,816,Android,Saturday,11,True
1047,3558,2026-05-03 20:16:00,267,Android,Sunday,20,True
1048,4465,2026-06-21 21:42:00,70,Android,Sunday,21,True
1049,516,2026-08-29 19:18:00,45,Web,Saturday,19,True
1050,9597,2026-03-25 13:58:00,30,Android,Wednesday,13,False
1051,9197,2026-06-20 12:12:00,302,Web,Saturday,12,True
1052,4972,2026-04-21 17:01:00,647,iOS,Tuesday,17,False
1053,3114,2026-05-06 21:05:00,204,Android,Wednesday,21,False
1054,7887,2026-08-07 20:15:00,35,Android,Friday,20,False
1055,5430,2026-03-23 16:27:00,182,Web,Monday,16,False
1056,5472,2026-06-06 10:30:00,62,Android,Saturday,10,True
1057,8932,2026-04-16 14:14:00,469,iOS,Thursday,14,False
1058,5783,2026-07-07 22:59:00,69,Web,Tuesday,22,False
1059,5154,2026-03-21 12:23:00,1200,Web,Saturday,12,True
1060,2158,2026-07-06 20:40:00,92,Android,Monday,20,False
1061,814,2026-08-21 13:50:00,314,Android,Friday,13,False
1062,8413,2026-05-03 23:15:00,283,iOS,Sunday,23,True
1063,5608,2026-07-10 16:55:00,888,Android,Friday,16,False
1064,4575,2026-04-19 19:53:00,495,iOS,Sunday,19,True
1065,5202,2026-07-27 03:05:00,702,iOS,Monday,3,False
1066,3246,2026-08-24 12:36:00,30,Android,Monday,12,False
1067,7034,2026-07-19 04:34:00,250,iOS,Sunday,4,True
1068,7237,2026-03-14 09:30:00,30,Android,Saturday,9,True
1069,2446,2026-06-10 13:28:00,30,iOS,Wednesday,13,False
1070,3334,2026-07-08 12:42:00,34,Web,Wednesday,12,False
1071,6137,2026-07-29 15:56:00,362,iOS,Wednesday,15,False
1072,7573,2026-06-11 10:23:00,133,Android,Thursday,10,False
1073,3610,2026-06-09 20:02:00,284,iOS,Tuesday,20,False
1074,6111,2026-07-17 08:41:00,871,Web,Friday,8,False
1075,7975,2026-05-28 08:44:00,879,iOS,Thursday,8,False
1076,304,2026-06-24 20:17:00,49,iOS,Wednesday,20,False
1077,2728,2026-05-09 15:20:00,561,Android,Saturday,15,True
1078,2410,2026-05-07 07:01:00,210,Android,Thursday,7,False
1079,1904,2026-04-10 17:35:00,101,Android,Friday,17,False
1080,505,2026-04-13 22:25:00,266,iOS,Monday,22,False
1081,641,2026-03-31 10:34:00,197,Android,Tuesday,10,False
1082,3595,2026-07-06 11:30:00,30,Android,Monday,11,False
1083,6466,2026-05-09 20:59:00,280,Web,Saturday,20,True
1084,4014,2026-03-19 12:35:00,750,Android,Thursday,12,False
1085,4786,2026-08-06 10:27:00,236,iOS,Thursday,10,False
1086,8742,2026-08-28 15:46:00,302,Android,Friday,15,False
1087,5937,2026-03-25 16:59:00,30,Web,Wednesday,16,False
1088,8173,2026-07-10 09:01:00,430,Web,Friday,9,False
1089,4589,2026-04-04 20:50:00,33,iOS,Saturday,20,True
1090,5544,2026-03-20 12:11:00,162,iOS,Friday,12,False
1091,921,2026-05-22 22:40:00,855,Web,Friday,22,False
1092,2158,2026-06-23 21:55:00,43,Android,Tuesday,21,False
1093,6756,2026-05-05 20:37:00,214,Web,Tuesday,20,False
1094,6126,2026-04-04 08:47:00,269,Android,Saturday,8,True
1095,1843,2026-05-15 04:06:00,55,iOS,Friday,4,False
1096,8123,2026-07-26 15:51:00,147,iOS,Sunday,15,True
1097,746,2026-07-18 07:40:00,121,iOS,Saturday,7,True
1098,548,2026-07-29 21:04:00,38,Android,Wednesday,21,False
1099,7961,2026-03-30 11:38:00,85,Android,Monday,11,False
1100,2885,2026-06-01 12:06:00,1200,iOS,Monday,12,False
1101,4257,2026-07-02 12:35:00,697,iOS,Thursday,12,False
1102,1224,2026-04-28 08:51:00,106,Android,Tuesday,8,False
1103,653,2026-07-31 18:13:00,1103,Web,Friday,18,False
1104,364,2026-05-20 11:01:00,31,iOS,Wednesday,11,False
1105,4933,2026-04-25 12:04:00,31,iOS,Saturday,12,True
1106,4068,2026-08-18 13:23:00,714,iOS,Tuesday,13,False
1107,1861,2026-03-01 12:48:00,135,Web,Sunday,12,True
1108,1437,2026-04-25 21:42:00,311,Android,Saturday,21,True
1109,1822,2026-04-04 09:57:00,30,iOS,Saturday,9,True
1110,931,2026-08-17 21:20:00,426,Android,Monday,21,False
1111,8822,2026-06-27 20:26:00,214,Android,Saturday,20,True
1112,5116,2026-07-24 11:20:00,30,Android,Friday,11,False
1113,9840,2026-08-20 17:37:00,113,iOS,Thursday,17,False
1114,9772,2026-04-23 09:29:00,314,iOS,Thursday,9,False
1115,2807,2026-05-16 08:10:00,162,Android,Saturday,8,True
1116,3693,2026-04-18 13:06:00,30,iOS,Saturday,13,True
1117,7710,2026-04-08 13:13:00,306,iOS,Wednesday,13,False
1118,4606,2026-05-15 17:05:00,250,Android,Friday,17,False
1119,9351,2026-04-09 12:51:00,168,Android,Thursday,12,False
1120,5005,2026-04-12 11:39:00,109,iOS,Sunday,11,True
1121,5542,2026-05-10 10:04:00,30,Android,Sunday,10,True
1122,2669,2026-06-27 19:41:00,46,iOS,Saturday,19,True
1123,8987,2026-04-28 11:38:00,671,Web,Tuesday,11,False
1124,2819,2026-04-27 07:23:00,603,Android,Monday,7,False
1125,3297,2026-06-08 21:58:00,34,iOS,Monday,21,False
1126,6908,2026-03-05 23:33:00,124,Android,Thursday,23,False
1127,4921,2026-04-08 21:08:00,291,iOS,Wednesday,21,False
1128,743,2026-07-22 13:37:00,235,iOS,Wednesday,13,False
1129,3004,2026-06-12 18:54:00,354,iOS,Friday,18,False
1130,7119,2026-07-29 03:17:00,204,iOS,Wednesday,3,False
1131,100,2026-03-25 18:35:00,334,iOS,Wednesday,18,False
1132,7197,2026-03-14 16:31:00,994,iOS,Saturday,16,True
1133,8082,2026-05-23 16:36:00,222,Android,Saturday,16,True
1134,7603,2026-04-26 23:40:00,85,Web,Sunday,23,True
1135,8274,2026-05-14 13:12:00,884,Android,Thursday,13,False
1136,8906,2026-05-27 16:47:00,290,Android,Wednesday,16,False
1137,7896,2026-07-26 17:43:00,60,Web,Sunday,17,True
1138,7463,2026-05-27 22:54:00,31,iOS,Wednesday,22,False
1139,4000,2026-06-26 15:54:00,660,Android,Friday,15,False
1140,2634,2026-05-29 06:36:00,625,iOS,Friday,6,False
1141,6913,2026-04-03 14:52:00,119,Android,Friday,14,False
1142,5369,2026-03-17 19:14:00,425,iOS,Tuesday,19,False
1143,1162,2026-06-25 11:49:00,30,Android,Thursday,11,False
1144,6041,2026-05-28 11:40:00,236,Web,Thursday,11,False
1145,57,2026-06-01 22:54:00,30,iOS,Monday,22,False
1146,5885,2026-07-28 16:27:00,35,Android,Tuesday,16,False
1147,636,2026-08-07 10:01:00,30,Android,Friday,10,False
1148,3578,2026-07-13 20:03:00,187,Web,Monday,20,False
1149,2467,2026-08-25 11:48:00,30,Android,Tuesday,11,False
1150,4202,2026-07-19 21:08:00,604,Android,Sunday,21,True
1151,19,2026-03-03 07:24:00,366,iOS,Tuesday,7,False
1152,7527,2026-03-14 18:20:00,369,iOS,Saturday,18,True
1153,4613,2026-07-06 17:47:00,123,iOS,Monday,17,False
1154,7070,2026-04-10 19:06:00,912,Android,Friday,19,False
1155,1622,2026-05-01 16:03:00,324,iOS,Friday,16,False
1156,4663,2026-05-31 13:30:00,248,iOS,Sunday,13,True
1157,756,2026-06-05 15:38:00,41,Android,Friday,15,False
1158,5139,2026-07-15 18:13:00,43,Android,Wednesday,18,False
1159,9273,2026-08-01 13:09:00,184,Android,Saturday,13,True
1160,2680,2026-03-20 12:57:00,603,iOS,Friday,12,False
1161,7353,2026-04-13 16:22:00,148,Android,Monday,16,False
1162,6868,2026-04-21 07:21:00,231,iOS,Tuesday,7,False
1163,9029,2026-04-24 16:04:00,30,iOS,Friday,16,False
1164,9199,2026-06-02 19:35:00,638,Android,Tuesday,19,False
1165,1372,2026-05-09 14:16:00,477,Android,Saturday,14,True
1166,322,2026-05-17 06:02:00,103,iOS,Sunday,6,True
1167,5492,2026-08-16 17:45:00,380,Web,Sunday,17,True
1168,3257,2026-08-30 20:33:00,1200,Web,Sunday,20,True
1169,6101,2026-07-17 13:36:00,970,iOS,Friday,13,False
1170,8079,2026-03-22 11:18:00,289,Android,Sunday,11,True
1171,5910,2026-03-28 10:22:00,1045,Web,Saturday,10,True
1172,1733,2026-03-22 12:50:00,106,Android,Sunday,12,True
1173,3836,2026-03-13 13:46:00,122,Android,Friday,13,False
1174,9149,2026-03-19 21:35:00,1085,Android,Thursday,21,False
1175,2465,2026-06-26 11:10:00,259,Android,Friday,11,False
1176,1446,2026-03-15 16:19:00,455,iOS,Sunday,16,True
1177,9031,2026-03-29 13:45:00,370,Android,Sunday,13,True
1178,8006,2026-05-05 16:45:00,251,Android,Tuesday,16,False
1179,105,2026-08-10 11:54:00,30,iOS,Monday,11,False
1180,6500,2026-06-03 10:30:00,547,Android,Wednesday,10,False
1181,1290,2026-08-23 21:54:00,56,Android,Sunday,21,True
1182,708,2026-06-01 20:36:00,682,Android,Monday,20,False
1183,4680,2026-04-12 11:23:00,569,Android,Sunday,11,True
1184,8095,2026-05-23 07:10:00,30,Android,Saturday,7,True
1185,6608,2026-06-12 22:26:00,30,Android,Friday,22,False
1186,9816,2026-07-03 15:06:00,196,iOS,Friday,15,False
1187,7052,2026-04-29 18:21:00,525,iOS,Wednesday,18,False
1188,8654,2026-07-26 13:59:00,533,Android,Sunday,13,True
1189,7660,2026-05-28 18:32:00,988,Android,Thursday,18,False
1190,2679,2026-06-30 10:19:00,126,Android,Tuesday,10,False
1191,4639,2026-04-28 12:29:00,30,Android,Tuesday,12,False
1192,3622,2026-03-27 19:04:00,123,Web,Friday,19,False
1193,3435,2026-08-28 12:35:00,30,Android,Friday,12,False
1194,8167,2026-06-25 22:12:00,423,iOS,Thursday,22,False
1195,3670,2026-06-12 09:09:00,121,iOS,Friday,9,False
1196,2734,2026-05-24 07:45:00,328,Android,Sunday,7,True
1197,3903,2026-03-09 07:21:00,89,iOS,Monday,7,False
1198,4939,2026-05-21 14:01:00,157,Android,Thursday,14,False
1199,1083,2026-06-12 11:33:00,46,iOS,Friday,11,False
1200,5129,2026-03-26 08:42:00,169,Android,Thursday,8,False
1201,9959,2026-06-22 06:45:00,328,iOS,Monday,6,False
1202,6668,2026-05-11 11:13:00,37,Android,Monday,11,False
1203,8811,2026-06-28 13:45:00,684,Android,Sunday,13,True
1204,3038,2026-04-01 16:11:00,137,Web,Wednesday,16,False
1205,6904,2026-06-29 13:47:00,465,Android,Monday,13,False
1206,8207,2026-05-04 20:50:00,161,iOS,Monday,20,False
1207,2211,2026-03-09 23:17:00,561,Android,Monday,23,False
1208,9504,2026-03-23 13:13:00,613,Android,Monday,13,False
1209,9274,2026-06-30 12:12:00,79,Android,Tuesday,12,False
1210,2798,2026-06-03 14:36:00,73,iOS,Wednesday,14,False
1211,9885,2026-07-18 18:55:00,212,Web,Saturday,18,True
1212,1104,2026-05-23 14:18:00,169,Web,Saturday,14,True
1213,1851,2026-06-01 15:46:00,257,iOS,Monday,15,False
1214,4526,2026-07-07 09:08:00,134,Android,Tuesday,9,False
1215,9506,2026-04-30 09:55:00,967,Android,Thursday,9,False
1216,247,2026-03-29 15:24:00,212,Android,Sunday,15,True
1217,291,2026-04-24 10:19:00,118,iOS,Friday,10,False
1218,3393,2026-07-25 00:35:00,269,iOS,Saturday,0,True
1219,2390,2026-07-03 10:33:00,30,Android,Friday,10,False
1220,2553,2026-08-22 21:05:00,120,Android,Saturday,21,True
1221,1934,2026-03-26 23:53:00,35,Android,Thursday,23,False
1222,4619,2026-06-21 22:03:00,30,Android,Sunday,22,True
1223,9951,2026-07-28 14:53:00,567,Android,Tuesday,14,False
1224,3810,2026-06-20 21:01:00,30,Android,Saturday,21,True
1225,8498,2026-08-04 11:20:00,358,iOS,Tuesday,11,False
1226,3828,2026-05-27 15:51:00,30,Android,Wednesday,15,False
1227,3949,2026-08-29 21:30:00,144,iOS,Saturday,21,True
1228,4612,2026-08-23 17:43:00,145,Android,Sunday,17,True
1229,7287,2026-08-07 11:27:00,387,Android,Friday,11,False
1230,3096,2026-07-11 14:18:00,347,Web,Saturday,14,True
1231,8504,2026-03-05 13:20:00,554,iOS,Thursday,13,False
1232,5341,2026-03-02 11:59:00,54,iOS,Monday,11,False
1233,1890,2026-06-16 11:23:00,419,Android,Tuesday,11,False
1234,5539,2026-05-23 11:34:00,228,Web,Saturday,11,True
1235,8675,2026-04-10 23:31:00,60,iOS,Friday,23,False
1236,1260,2026-04-30 16:05:00,346,Android,Thursday,16,False
1237,7488,2026-06-18 18:56:00,96,Android,Thursday,18,False
1238,2034,2026-05-22 20:28:00,325,Web,Friday,20,False
1239,4759,2026-08-13 19:27:00,582,Web,Thursday,19,False
1240,3833,2026-05-11 14:36:00,115,iOS,Monday,14,False
1241,6652,2026-03-25 19:04:00,128,iOS,Wednesday,19,False
1242,3176,2026-07-04 21:50:00,439,Web,Saturday,21,True
1243,1715,2026-08-16 11:44:00,97,iOS,Sunday,11,True
1244,4573,2026-06-28 18:17:00,935,Android,Sunday,18,True
1245,3789,2026-05-22 18:23:00,554,Android,Friday,18,False
1246,624,2026-04-05 21:56:00,722,iOS,Sunday,21,True
1247,831,2026-08-15 10:41:00,141,Web,Saturday,10,True
1248,2298,2026-05-11 07:28:00,294,iOS,Monday,7,False
1249,5789,2026-06-13 12:55:00,230,Android,Saturday,12,True
1250,112,2026-05-20 12:50:00,283,iOS,Wednesday,12,False
1251,7198,2026-07-29 16:19:00,382,Android,Wednesday,16,False
1252,4306,2026-07-23 15:51:00,477,Web,Thursday,15,False
1253,4449,2026-04-16 16:54:00,52,Android,Thursday,16,False
1254,4274,2026-05-29 18:04:00,163,Web,Friday,18,False
1255,920,2026-05-21 13:31:00,317,iOS,Thursday,13,False
1256,6530,2026-07-19 11:51:00,359,iOS,Sunday,11,True
1257,9838,2026-05-20 23:02:00,405,Android,Wednesday,23,False
1258,6176,2026-03-24 16:39:00,159,iOS,Tuesday,16,False
1259,6254,2026-04-18 10:50:00,30,iOS,Saturday,10,True
1260,637,2026-03-06 19:15:00,73,Android,Friday,19,False
1261,1509,2026-06-02 20:06:00,390,Web,Tuesday,20,False
1262,5193,2026-08-14 12:05:00,79,Android,Friday,12,False
1263,4519,2026-03-09 10:31:00,400,Android,Monday,10,False
1264,7196,2026-04-14 12:47:00,35,Android,Tuesday,12,False
1265,4889,2026-07-27 18:12:00,33,Android,Monday,18,False
1266,7508,2026-03-08 12:03:00,171,Android,Sunday,12,True
1267,1565,2026-04-06 16:51:00,245,Android,Monday,16,False
1268,4717,2026-06-12 17:40:00,47,Android,Friday,17,False
1269,7830,2026-03-09 19:56:00,30,Android,Monday,19,False
1270,1158,2026-05-19 10:25:00,548,Web,Tuesday,10,False
1271,2859,2026-04-20 17:17:00,94,iOS,Monday,17,False
1272,5678,2026-05-19 10:58:00,242,Android,Tuesday,10,False
1273,7960,2026-07-23 21:13:00,40,Android,Thursday,21,False
1274,8886,2026-07-19 14:39:00,693,iOS,Sunday,14,True
1275,3991,2026-08-11 21:37:00,30,Web,Tuesday,21,False
1276,5787,2026-06-30 10:00:00,984,Android,Tuesday,10,False
1277,75,2026-05-25 11:09:00,910,Android,Monday,11,False
1278,3691,2026-03-11 12:08:00,488,iOS,Wednesday,12,False
1279,2185,2026-04-04 16:38:00,171,Android,Saturday,16,True
1280,8532,2026-04-25 12:31:00,39,Android,Saturday,12,True
1281,2435,2026-05-17 07:50:00,159,Android,Sunday,7,True
1282,4047,2026-04-27 18:17:00,1109,iOS,Monday,18,False
1283,8256,2026-07-27 18:19:00,36,Android,Monday,18,False
1284,6199,2026-05-05 20:53:00,1200,iOS,Tuesday,20,False
1285,190,2026-04-01 12:15:00,44,iOS,Wednesday,12,False
1286,8272,2026-06-13 20:43:00,556,Android,Saturday,20,True
1287,5147,2026-05-07 21:24:00,562,Android,Thursday,21,False
1288,6383,2026-03-13 13:28:00,121,Android,Friday,13,False
1289,8704,2026-08-27 13:46:00,93,Android,Thursday,13,False
1290,5513,2026-07-23 18:31:00,726,iOS,Thursday,18,False
1291,5715,2026-08-17 22:17:00,125,Android,Monday,22,False
1292,3406,2026-04-29 19:08:00,100,iOS,Wednesday,19,False
1293,2694,2026-08-21 11:26:00,234,Android,Friday,11,False
1294,6950,2026-08-14 14:56:00,127,Android,Friday,14,False
1295,1231,2026-08-20 15:39:00,749,Android,Thursday,15,False
1296,1271,2026-08-20 13:51:00,143,iOS,Thursday,13,False
1297,484,2026-05-21 21:03:00,62,iOS,Thursday,21,False
1298,7339,2026-06-22 21:19:00,554,iOS,Monday,21,False
1299,8340,2026-06-28 12:19:00,689,Android,Sunday,12,True
1300,580,2026-07-10 21:17:00,312,Android,Friday,21,False
1301,1550,2026-08-29 08:15:00,623,Android,Saturday,8,True
1302,6455,2026-08-03 12:03:00,250,Android,Monday,12,False
1303,9172,2026-04-18 10:15:00,106,Android,Saturday,10,True
1304,1898,2026-08-18 21:51:00,133,Android,Tuesday,21,False
1305,3946,2026-07-26 12:30:00,78,Android,Sunday,12,True
1306,5653,2026-06-07 19:08:00,38,Web,Sunday,19,True
1307,1760,2026-05-21 12:55:00,101,Web,Thursday,12,False
1308,6187,2026-08-01 21:45:00,248,iOS,Saturday,21,True
1309,9111,2026-05-24 07:56:00,30,Android,Sunday,7,True
1310,6546,2026-08-15 14:44:00,72,Android,Saturday,14,True
1311,7058,2026-04-22 21:08:00,236,Android,Wednesday,21,False
1312,3865,2026-06-03 19:21:00,380,Android,Wednesday,19,False
1313,9915,2026-03-26 06:21:00,468,iOS,Thursday,6,False
1314,4452,2026-05-26 23:59:00,793,Web,Tuesday,23,False
1315,7562,2026-06-22 08:23:00,38,Android,Monday,8,False
1316,3428,2026-05-16 12:36:00,383,Android,Saturday,12,True
1317,3189,2026-04-17 22:50:00,839,iOS,Friday,22,False
1318,1668,2026-07-31 17:13:00,107,Android,Friday,17,False
1319,6680,2026-04-23 21:04:00,842,Android,Thursday,21,False
1320,4848,2026-08-02 18:49:00,30,iOS,Sunday,18,True
1321,6316,2026-07-17 10:04:00,624,Android,Friday,10,False
1322,7612,2026-07-30 10:20:00,547,Web,Thursday,10,False
1323,3751,2026-03-10 12:48:00,419,iOS,Tuesday,12,False
1324,9292,2026-03-27 09:41:00,483,Android,Friday,9,False
1325,6105,2026-03-09 16:02:00,149,Android,Monday,16,False
1326,5921,2026-03-31 18:02:00,467,Android,Tuesday,18,False
1327,4592,2026-05-11 19:14:00,165,Android,Monday,19,False
1328,6279,2026-05-29 18:59:00,165,Android,Friday,18,False
1329,4493,2026-05-14 18:03:00,75,Android,Thursday,18,False
1330,2459,2026-07-29 19:04:00,411,Web,Wednesday,19,False
1331,2551,2026-07-30 05:10:00,179,Android,Thursday,5,False
1332,6755,2026-04-03 16:22:00,644,iOS,Friday,16,False
1333,6013,2026-06-08 16:46:00,30,iOS,Monday,16,False
1334,1238,2026-08-09 17:28:00,68,Android,Sunday,17,True
1335,6372,2026-04-01 10:53:00,364,iOS,Wednesday,10,False
1336,4549,2026-06-20 12:28:00,519,Android,Saturday,12,True
1337,5936,2026-08-26 19:22:00,227,Android,Wednesday,19,False
1338,411,2026-07-04 13:54:00,30,iOS,Saturday,13,True
1339,8465,2026-08-17 15:43:00,304,iOS,Monday,15,False
1340,7431,2026-04-26 09:43:00,167,iOS,Sunday,9,True
1341,1870,2026-03-02 07:59:00,715,Android,Monday,7,False
1342,1077,2026-05-24 20:01:00,266,iOS,Sunday,20,True
1343,813,2026-06-26 10:53:00,72,Web,Friday,10,False
