user_id,signup_date,city,age_group,device_type,user_segment
1679,2025-12-31,Bangalore,25-34,Web,Returning
1680,2025-03-31,Lucknow,35-44,iOS,Power
1681,2025-07-22,Delhi NCR,25-34,Android,Returning
1682,2026-01-23,Bangalore,45+,iOS,Returning
1683,2025-05-27,Bangalore,18-24,Android,Power
1684,2025-08-17,Mumbai,25-34,iOS,Returning
1685,2025-03-14,Bangalore,35-44,Android,Power
1686,2025-07-02,Delhi NCR,25-34,iOS,Power
1687,2025-04-11,Mumbai,35-44,Android,Returning
1688,2025-07-25,Delhi NCR,45+,Android,Returning
1689,2025-08-21,Delhi NCR,35-44,Android,Returning
1690,2026-02-12,Pune,25-34,Android,New
1691,2026-02-17,Mumbai,25-34,Web,New
1692,2025-08-20,Hyderabad,45+,Android,Returning
1693,2026-02-07,Pune,25-34,iOS,New
1694,2025-11-01,Bangalore,25-34,Android,Power
1695,2025-08-03,Jaipur,25-34,Android,Returning
1696,2025-04-29,Chennai,18-24,iOS,Returning
1697,2025-06-04,Pune,18-24,iOS,Power
1698,2025-08-21,Delhi NCR,45+,Android,Returning
1699,2025-09-07,Pune,25-34,Android,Power
1700,2025-05-20,Kolkata,18-24,iOS,Returning
1701,2025-08-09,Delhi NCR,35-44,Android,Returning
1702,2025-09-18,Delhi NCR,25-34,Android,Returning
1703,2025-06-23,Bangalore,35-44,Android,Returning
1704,2025-07-17,Pune,18-24,Android,Power
1705,2026-02-22,Bangalore,45+,Web,New
1706,2026-01-31,Pune,25-34,iOS,New
1707,2026-01-27,Mumbai,35-44,Android,Returning
1708,2025-10-18,Pune,18-24,Web,Returning
1709,2025-12-12,Delhi NCR,25-34,Web,Returning
1710,2026-01-02,Delhi NCR,18-24,Android,Returning
1711,2026-02-03,Hyderabad,45+,Web,New
1712,2025-07-18,Mumbai,18-24,Android,Returning
1713,2025-05-20,Mumbai,35-44,Web,Power
1714,2026-02-25,Delhi NCR,18-24,Android,New
1715,2025-11-22,Hyderabad,18-24,iOS,Returning
1716,2026-01-21,Ahmedabad,25-34,Android,Returning
1717,2025-06-03,Kolkata,35-44,Web,Returning
1718,2025-05-20,Bangalore,35-44,Android,Power
1719,2025-09-25,Mumbai,45+,Android,Returning
1720,2025-12-16,Hyderabad,45+,iOS,Returning
1721,2025-05-17,Chennai,18-24,iOS,Power
1722,2025-10-22,Delhi NCR,35-44,iOS,Power
1723,2025-09-07,Mumbai,25-34,iOS,Returning
1724,2025-12-07,Delhi NCR,35-44,iOS,Returning
1725,2026-02-07,Pune,18-24,Android,New
1726,2026-02-02,Delhi NCR,35-44,Android,New
1727,2025-08-18,Kolkata,18-24,Android,Power
1728,2025-03-29,Delhi NCR,25-34,Web,Returning
1729,2025-07-08,Mumbai,18-24,Android,Returning
1730,2025-11-29,Bangalore,18-24,Android,Returning
1731,2026-02-08,Bangalore,25-34,iOS,New
1732,2025-05-02,Mumbai,35-44,Android,Returning
1733,2025-03-09,Mumbai,35-44,Android,Power
1734,2025-12-07,Delhi NCR,18-24,iOS,Returning
1735,2025-06-12,Mumbai,18-24,Android,Returning
1736,2025-10-05,Delhi NCR,25-34,iOS,Returning
1737,2025-06-17,Jaipur,35-44,Android,Returning
1738,2026-01-02,Bangalore,18-24,Android,Returning
1739,2026-02-14,Hyderabad,25-34,Web,New
1740,2025-09-20,Delhi NCR,18-24,Android,Returning
1741,2025-09-19,Delhi NCR,25-34,Android,Returning
1742,2025-04-15,Mumbai,18-24,Web,Power
1743,2025-05-24,Bangalore,18-24,Android,Power
1744,2025-05-25,Bangalore,18-24,Android,Power
1745,2026-02-17,Mumbai,18-24,Android,New
1746,2025-05-31,Pune,18-24,iOS,Returning
1747,2025-06-03,Bangalore,25-34,Android,Power
1748,2025-08-05,Delhi NCR,18-24,iOS,Returning
1749,2026-02-02,Mumbai,18-24,Android,New
1750,2025-12-19,Hyderabad,18-24,Android,Returning
1751,2025-12-31,Pune,35-44,iOS,Returning
1752,2025-10-07,Delhi NCR,25-34,Android,Returning
1753,2025-11-28,Delhi NCR,35-44,Android,Returning
1754,2025-04-26,Bangalore,25-34,iOS,Power
1755,2026-02-21,Mumbai,18-24,Web,New
1756,2025-12-12,Chennai,18-24,Android,Returning
1757,2026-02-02,Hyderabad,25-34,Android,New
1758,2025-09-08,Mumbai,25-34,Android,Returning
1759,2026-01-10,Mumbai,35-44,iOS,Returning
1760,2025-08-14,Hyderabad,35-44,Web,Returning
1761,2025-03-17,Delhi NCR,25-34,Web,Returning
1762,2025-09-01,Mumbai,25-34,Android,Returning
1763,2026-02-05,Pune,18-24,Android,New
1764,2025-04-19,Delhi NCR,18-24,Android,Power
1765,2026-01-14,Bangalore,45+,Android,Returning
1766,2026-02-14,Delhi NCR,18-24,iOS,New
1767,2025-09-29,Hyderabad,45+,Android,Power
1768,2025-07-22,Delhi NCR,25-34,iOS,Returning
1769,2025-08-07,Jaipur,25-34,Web,Returning
1770,2025-06-01,Chennai,18-24,Android,Power
1771,2025-07-08,Mumbai,25-34,iOS,Returning
1772,2025-03-26,Bangalore,25-34,Android,Power
1773,2025-07-16,Bangalore,25-34,Android,Returning
1774,2026-02-20,Hyderabad,18-24,Android,New
1775,2025-09-16,Kolkata,18-24,Android,Power
1776,2025-04-16,Hyderabad,25-34,Android,Returning
1777,2025-07-30,Mumbai,25-34,iOS,Power
1778,2025-11-04,Chennai,35-44,iOS,Returning
1779,2025-03-22,Mumbai,35-44,Android,Returning
1780,2025-12-19,Pune,25-34,Web,Returning
1781,2025-12-27,Chennai,25-34,iOS,Returning
1782,2025-08-08,Delhi NCR,18-24,iOS,Power
1783,2025-08-04,Delhi NCR,35-44,Android,Returning
1784,2025-12-19,Pune,18-24,Android,Returning
1785,2025-05-28,Pune,18-24,iOS,Returning
1786,2025-05-31,Delhi NCR,18-24,Web,Power
1787,2025-04-15,Delhi NCR,35-44,Android,Returning
1788,2025-03-28,Hyderabad,18-24,iOS,Returning
1789,2025-11-26,Mumbai,18-24,Android,Returning
1790,2025-09-16,Mumbai,25-34,iOS,Returning
1791,2026-01-28,Mumbai,18-24,Android,Returning
1792,2026-02-18,Delhi NCR,35-44,iOS,New
1793,2025-05-04,Bangalore,25-34,iOS,Returning
1794,2025-07-27,Lucknow,45+,Android,Power
1795,2025-05-16,Chennai,18-24,Android,Returning
1796,2025-11-19,Mumbai,18-24,Web,Power
1797,2025-06-07,Bangalore,35-44,Android,Power
1798,2025-07-30,Bangalore,25-34,iOS,Returning
1799,2025-09-03,Mumbai,18-24,iOS,Power
1800,2025-12-03,Ahmedabad,25-34,Web,Returning
1801,2026-01-19,Bangalore,35-44,Android,Returning
1802,2025-12-15,Lucknow,18-24,Web,Returning
1803,2026-01-14,Bangalore,35-44,Android,Returning
1804,2025-09-22,Hyderabad,18-24,Android,Returning
1805,2025-12-11,Mumbai,45+,iOS,Returning
1806,2025-04-25,Bangalore,25-34,Web,Returning
1807,2025-12-05,Delhi NCR,18-24,Android,Returning
1808,2025-11-29,Kolkata,25-34,Android,Returning
1809,2025-10-04,Pune,45+,Android,Returning
1810,2025-09-21,Kolkata,35-44,Android,Returning
1811,2025-08-11,Chennai,25-34,Web,Power
1812,2025-07-02,Kolkata,25-34,iOS,Power
1813,2025-03-13,Delhi NCR,25-34,iOS,Returning
1814,2026-02-27,Bangalore,18-24,Android,New
1815,2025-07-19,Chennai,18-24,Android,Returning
1816,2025-05-16,Hyderabad,25-34,iOS,Power
1817,2025-07-11,Chennai,25-34,Android,Returning
1818,2025-12-14,Delhi NCR,18-24,iOS,Returning
1819,2025-11-05,Mumbai,35-44,Android,Power
1820,2025-09-28,Ahmedabad,25-34,Android,Returning
1821,2025-11-18,Hyderabad,25-34,Web,Power
1822,2025-08-19,Mumbai,18-24,iOS,Power
1823,2025-09-16,Pune,25-34,Android,Returning
1824,2025-03-07,Ahmedabad,25-34,Web,Returning
1825,2025-12-01,Mumbai,25-34,iOS,Returning
1826,2025-09-08,Kolkata,18-24,iOS,Returning
1827,2025-10-30,Jaipur,25-34,Android,Power
1828,2025-10-09,Jaipur,45+,Android,Returning
1829,2025-11-15,Ahmedabad,25-34,iOS,Returning
1830,2025-04-30,Hyderabad,18-24,Android,Returning
1831,2025-03-06,Delhi NCR,35-44,Android,Power
1832,2025-04-18,Mumbai,18-24,Android,Returning
1833,2025-10-29,Mumbai,18-24,Android,Returning
1834,2026-02-20,Bangalore,18-24,iOS,New
1835,2025-06-12,Bangalore,18-24,Android,Power
1836,2025-12-18,Delhi NCR,25-34,Android,Returning
1837,2025-03-07,Bangalore,18-24,Web,Returning
1838,2025-07-21,Mumbai,35-44,Android,Power
1839,2026-01-19,Kolkata,25-34,Android,Returning
1840,2025-08-09,Delhi NCR,25-34,Android,Power
1841,2025-06-10,Hyderabad,25-34,Android,Returning
1842,2025-04-07,Bangalore,25-34,Android,Returning
1843,2025-09-04,Mumbai,25-34,iOS,Returning
1844,2025-03-18,Jaipur,35-44,iOS,Returning
1845,2025-04-17,Bangalore,35-44,Web,Returning
1846,2025-12-07,Delhi NCR,25-34,iOS,Returning
1847,2025-04-17,Mumbai,25-34,Web,Returning
1848,2025-11-10,Delhi NCR,35-44,Web,Returning
1849,2025-06-23,Mumbai,25-34,iOS,Returning
1850,2026-02-22,Delhi NCR,18-24,Web,New
1851,2025-12-07,Hyderabad,18-24,iOS,Returning
1852,2025-08-05,Kolkata,45+,Android,Power
1853,2025-04-21,Chennai,18-24,Android,Returning
1854,2026-02-07,Mumbai,35-44,Android,New
1855,2026-02-26,Mumbai,18-24,Web,New
1856,2025-10-25,Bangalore,25-34,iOS,Power
1857,2025-05-08,Delhi NCR,25-34,iOS,Power
1858,2025-08-25,Mumbai,18-24,Android,Power
1859,2025-03-04,Pune,35-44,Android,Returning
1860,2026-02-15,Mumbai,25-34,Android,New
1861,2026-02-17,Kolkata,25-34,Web,New
1862,2025-12-04,Mumbai,25-34,Web,Returning
1863,2026-02-17,Lucknow,18-24,iOS,New
1864,2026-02-04,Hyderabad,25-34,Android,New
1865,2025-05-04,Pune,18-24,Android,Returning
1866,2025-07-01,Mumbai,25-34,Android,Returning
1867,2025-10-30,Kolkata,45+,Android,Power
1868,2025-10-05,Kolkata,25-34,iOS,Returning
1869,2026-01-05,Chennai,35-44,Android,Returning
1870,2025-07-06,Bangalore,25-34,Android,Returning
1871,2025-03-10,Chennai,18-24,iOS,Power
1872,2025-09-09,Mumbai,25-34,Android,Returning
1873,2025-07-23,Hyderabad,35-44,Android,Returning
1874,2025-11-02,Kolkata,18-24,Web,Returning
1875,2025-04-26,Delhi NCR,35-44,Android,Returning
1876,2025-08-30,Mumbai,25-34,iOS,Power
1877,2025-05-17,Bangalore,18-24,Android,Returning
1878,2025-04-28,Chennai,25-34,iOS,Power
1879,2025-05-05,Mumbai,25-34,Android,Returning
1880,2025-12-09,Delhi NCR,18-24,iOS,Returning
1881,2025-08-02,Mumbai,35-44,Android,Returning
1882,2025-10-02,Pune,35-44,Android,Power
1883,2026-01-23,Mumbai,35-44,Android,Returning
1884,2025-03-14,Chennai,35-44,Web,Power
1885,2025-04-23,Delhi NCR,45+,Android,Power
1886,2025-03-05,Pune,45+,iOS,Returning
1887,2026-01-01,Jaipur,18-24,iOS,Returning
1888,2025-10-21,Mumbai,25-34,Android,Power
1889,2025-08-11,Delhi NCR,18-24,Android,Power
1890,2025-07-01,Kolkata,25-34,Android,Power
1891,2026-01-25,Delhi NCR,45+,iOS,Returning
1892,2025-11-28,Delhi NCR,18-24,Android,Returning
1893,2025-08-06,Kolkata,25-34,Web,Returning
1894,2025-03-13,Lucknow,25-34,iOS,Returning
1895,2025-04-03,Hyderabad,18-24,iOS,Returning
1896,2025-04-30,Delhi NCR,18-24,Android,Returning
1897,2025-03-16,Bangalore,25-34,iOS,Returning
1898,2025-07-31,Mumbai,18-24,Android,Power
1899,2025-09-23,Pune,25-34,Android,Returning
1900,2026-02-05,Pune,25-34,iOS,New
1901,2025-05-12,Kolkata,25-34,iOS,Returning
1902,2026-02-25,Mumbai,18-24,Android,New
1903,2025-07-24,Hyderabad,25-34,iOS,Returning
1904,2025-03-02,Delhi NCR,18-24,Android,Returning
1905,2026-02-09,Delhi NCR,35-44,Web,New
1906,2025-09-30,Pune,25-34,Android,Returning
1907,2026-01-10,Delhi NCR,35-44,Android,Returning
1908,2025-09-05,Hyderabad,35-44,iOS,Returning
1909,2025-11-25,Chennai,35-44,iOS,Returning
1910,2025-11-16,Jaipur,25-34,iOS,Returning
1911,2025-06-24,Pune,18-24,iOS,Returning
1912,2025-11-04,Pune,25-34,Web,Returning
1913,2025-03-12,Hyderabad,18-24,iOS,Returning
1914,2025-07-16,Delhi NCR,45+,iOS,Returning
1915,2025-12-25,Bangalore,25-34,iOS,Returning
1916,2025-03-31,Hyderabad,45+,Web,Power
1917,2025-06-12,Chennai,35-44,Android,Returning
1918,2025-05-10,Hyderabad,18-24,iOS,Returning
1919,2025-07-01,Bangalore,25-34,iOS,Returning
1920,2025-08-27,Delhi NCR,18-24,Android,Returning
1921,2025-06-28,Mumbai,18-24,Android,Returning
1922,2025-10-27,Chennai,18-24,Android,Returning
1923,2025-06-06,Hyderabad,45+,Android,Power
1924,2025-10-21,Chennai,25-34,Web,Returning
1925,2025-07-07,Delhi NCR,25-34,Android,Power
1926,2026-02-11,Delhi NCR,18-24,iOS,New
1927,2026-01-20,Pune,25-34,Android,Returning
1928,2026-02-08,Pune,25-34,iOS,New
1929,2025-07-19,Bangalore,25-34,Android,Returning
1930,2025-03-11,Hyderabad,18-24,Android,Returning
1931,2025-05-23,Delhi NCR,25-34,Web,Returning
1932,2026-02-21,Chennai,25-34,Android,New
1933,2025-11-21,Kolkata,18-24,Android,Returning
1934,2025-07-04,Chennai,45+,Android,Power
1935,2025-12-04,Bangalore,18-24,Android,Returning
1936,2025-05-07,Bangalore,25-34,Android,Returning
1937,2026-02-15,Hyderabad,18-24,Android,New
1938,2025-04-01,Chennai,18-24,Android,Power
1939,2026-02-27,Hyderabad,45+,iOS,New
1940,2025-05-12,Hyderabad,35-44,iOS,Returning
1941,2025-04-10,Mumbai,25-34,iOS,Returning
1942,2026-01-19,Jaipur,35-44,Android,Returning
1943,2025-04-17,Pune,35-44,Web,Returning
1944,2025-04-19,Delhi NCR,25-34,Android,Power
1945,2025-11-10,Hyderabad,35-44,Web,Returning
1946,2026-02-15,Mumbai,25-34,Android,New
1947,2025-07-13,Mumbai,25-34,Web,Returning
1948,2025-12-07,Delhi NCR,35-44,iOS,Returning
1949,2025-10-22,Chennai,18-24,Android,Returning
1950,2025-07-13,Kolkata,35-44,Web,Power
1951,2025-04-09,Hyderabad,18-24,Android,Power
1952,2025-10-07,Hyderabad,35-44,iOS,Returning
1953,2025-03-21,Bangalore,25-34,Web,Power
1954,2026-02-01,Mumbai,25-34,Android,New
1955,2025-12-25,Mumbai,18-24,Android,Returning
1956,2025-09-19,Pune,35-44,iOS,Returning
1957,2025-07-15,Ahmedabad,18-24,iOS,Returning
1958,2025-06-13,Bangalore,25-34,Web,Returning
1959,2025-09-18,Chennai,25-34,iOS,Power
1960,2025-05-04,Ahmedabad,18-24,Android,Power
1961,2025-05-02,Mumbai,45+,iOS,Returning
1962,2025-05-18,Pune,18-24,Web,Returning
1963,2026-02-19,Hyderabad,25-34,Android,New
1964,2025-08-18,Hyderabad,25-34,Android,Power
1965,2025-11-03,Delhi NCR,18-24,Android,Returning
1966,2025-06-04,Chennai,18-24,Web,Returning
1967,2025-12-11,Pune,35-44,Android,Returning
1968,2025-11-28,Mumbai,45+,Web,Returning
1969,2025-06-08,Hyderabad,18-24,Web,Power
1970,2025-04-03,Mumbai,18-24,Android,Returning
1971,2025-03-16,Kolkata,45+,Android,Returning
1972,2025-03-05,Bangalore,18-24,Android,Returning
1973,2025-06-17,Pune,25-34,Android,Returning
1974,2025-10-19,Delhi NCR,25-34,Android,Power
1975,2025-05-29,Mumbai,18-24,iOS,Power
1976,2025-06-10,Mumbai,25-34,iOS,Returning
1977,2025-09-11,Delhi NCR,45+,Web,Power
1978,2026-02-28,Delhi NCR,25-34,Android,New
1979,2025-04-22,Hyderabad,35-44,Android,Returning
1980,2025-12-27,Mumbai,25-34,iOS,Returning
1981,2025-05-21,Bangalore,25-34,Android,Returning
1982,2025-10-31,Bangalore,18-24,Android,Power
1983,2025-11-14,Hyderabad,35-44,iOS,Returning
1984,2025-09-07,Chennai,25-34,Web,Returning
1985,2025-08-09,Hyderabad,18-24,Android,Returning
1986,2025-09-17,Lucknow,45+,Android,Returning
1987,2025-04-30,Mumbai,35-44,Web,Returning
1988,2025-11-01,Bangalore,45+,Android,Power
1989,2026-01-16,Bangalore,18-24,Android,Returning
1990,2025-04-23,Bangalore,35-44,iOS,Returning
1991,2025-09-26,Chennai,25-34,Android,Returning
1992,2025-08-06,Bangalore,45+,iOS,Power
1993,2025-11-13,Bangalore,45+,Android,Power
1994,2025-06-23,Bangalore,45+,Web,Returning
1995,2025-04-01,Lucknow,45+,iOS,Returning
1996,2025-10-22,Ahmedabad,18-24,Android,Power
1997,2025-05-12,Delhi NCR,35-44,Android,Power
1998,2026-02-09,Mumbai,18-24,iOS,New
1999,2025-05-23,Kolkata,35-44,Android,Power
2000,2025-05-20,Lucknow,45+,iOS,Returning
2001,2026-02-28,Delhi NCR,18-24,Android,New
2002,2025-11-02,Delhi NCR,25-34,Android,Returning
2003,2026-01-25,Jaipur,35-44,Android,Returning
2004,2025-08-15,Chennai,18-24,Android,Returning
2005,2025-06-29,Delhi NCR,18-24,Android,Returning
2006,2026-01-01,Hyderabad,18-24,iOS,Returning
2007,2025-04-10,Jaipur,18-24,iOS,Returning
2008,2025-09-21,Kolkata,25-34,iOS,Returning
2009,2025-09-03,Pune,25-34,Android,Returning
2010,2025-08-07,Pune,18-24,Android,Power
2011,2026-02-17,Mumbai,45+,Android,New
2012,2025-05-29,Kolkata,25-34,Android,Returning
2013,2025-09-01,Delhi NCR,25-34,iOS,Power
2014,2025-07-02,Jaipur,18-24,iOS,Returning
2015,2025-07-28,Delhi NCR,25-34,Android,Power
2016,2025-06-23,Kolkata,25-34,iOS,Returning
2017,2025-05-06,Delhi NCR,35-44,Android,Returning
2018,2025-10-26,Bangalore,25-34,Web,Power
2019,2025-07-27,Mumbai,18-24,Web,Power
2020,2025-04-29,Chennai,45+,Android,Returning
2021,2025-05-20,Kolkata,25-34,Android,Returning
2022,2025-08-28,Chennai,25-34,iOS,Returning
2023,2026-01-21,Bangalore,45+,Android,Returning
2024,2025-07-21,Mumbai,25-34,Web,Returning
2025,2025-08-29,Jaipur,35-44,iOS,Returning
2026,2025-09-04,Chennai,25-34,iOS,Returning
2027,2025-05-11,Pune,18-24,Android,Returning
2028,2025-03-26,Pune,45+,Android,Power
2029,2025-10-01,Pune,25-34,Android,Returning
2030,2025-10-26,Bangalore,25-34,Android,Power
2031,2025-05-04,Pune,45+,Android,Returning
2032,2025-04-27,Hyderabad,25-34,Web,Returning
2033,2025-03-30,Kolkata,35-44,Android,Returning
2034,2025-07-10,Pune,35-44,Web,Returning
2035,2026-02-21,Mumbai,18-24,iOS,New
2036,2025-03-25,Delhi NCR,18-24,iOS,Returning
2037,2025-10-23,Mumbai,18-24,Android,Power
2038,2025-06-10,Mumbai,35-44,Android,Returning
2039,2025-09-25,Hyderabad,18-24,Android,Power
2040,2025-03-14,Kolkata,25-34,Web,Returning
2041,2025-03-08,Mumbai,18-24,Web,Returning
2042,2026-02-24,Bangalore,25-34,Android,New
2043,2025-12-05,Ahmedabad,25-34,Android,Returning
2044,2025-09-07,Kolkata,45+,Android,Returning
2045,2025-05-15,Bangalore,25-34,Android,Power
2046,2025-08-20,Pune,25-34,iOS,Returning
2047,2025-04-24,Bangalore,35-44,iOS,Power
2048,2025-11-02,Mumbai,25-34,iOS,Power
2049,2025-07-26,Mumbai,45+,iOS,Power
2050,2025-11-07,Delhi NCR,25-34,Android,Power
2051,2025-10-07,Delhi NCR,25-34,Android,Power
2052,2026-02-03,Jaipur,45+,iOS,New
2053,2025-10-16,Pune,25-34,Web,Power
2054,2025-05-02,Bangalore,18-24,Android,Power
2055,2025-07-12,Bangalore,18-24,Android,Returning
2056,2025-12-15,Delhi NCR,45+,Android,Returning
2057,2025-04-07,Chennai,35-44,iOS,Returning
2058,2025-03-21,Pune,25-34,Android,Returning
2059,2025-05-03,Delhi NCR,35-44,iOS,Returning
2060,2025-05-16,Mumbai,25-34,Android,Power
2061,2026-02-28,Hyderabad,25-34,iOS,New
2062,2025-10-05,Hyderabad,35-44,Android,Returning
2063,2025-05-18,Bangalore,35-44,Android,Power
2064,2025-10-10,Hyderabad,25-34,Android,Returning
2065,2026-01-07,Hyderabad,18-24,Android,Returning
2066,2025-05-01,Delhi NCR,18-24,iOS,Returning
2067,2025-12-22,Bangalore,35-44,iOS,Returning
2068,2025-03-05,Bangalore,35-44,Android,Returning
2069,2025-12-01,Ahmedabad,25-34,Android,Returning
2070,2025-07-24,Jaipur,35-44,Android,Returning
2071,2025-08-21,Ahmedabad,35-44,iOS,Power
2072,2025-12-28,Chennai,35-44,Android,Returning
2073,2025-12-18,Hyderabad,18-24,Web,Returning
2074,2025-09-21,Chennai,25-34,iOS,Returning
2075,2025-09-13,Jaipur,25-34,iOS,Returning
2076,2025-12-02,Delhi NCR,18-24,Android,Returning
2077,2025-09-06,Hyderabad,35-44,Android,Returning
2078,2025-06-05,Chennai,45+,iOS,Returning
2079,2025-12-18,Chennai,25-34,Android,Returning
2080,2025-06-29,Delhi NCR,45+,Android,Returning
2081,2025-12-14,Hyderabad,25-34,iOS,Returning
2082,2025-09-23,Pune,25-34,Android,Returning
2083,2025-04-11,Bangalore,25-34,Android,Returning
2084,2025-11-23,Pune,18-24,iOS,Returning
2085,2025-11-19,Delhi NCR,25-34,Web,Returning
2086,2025-10-20,Jaipur,25-34,Android,Returning
2087,2025-11-19,Hyderabad,45+,iOS,Returning
2088,2026-02-10,Hyderabad,25-34,iOS,New
2089,2025-12-09,Mumbai,25-34,Web,Returning
2090,2025-05-26,Mumbai,18-24,Android,Returning
2091,2025-03-27,Hyderabad,45+,Web,Power
2092,2025-04-04,Bangalore,25-34,Android,Power
2093,2025-10-23,Bangalore,45+,Android,Returning
2094,2025-03-22,Mumbai,25-34,Android,Returning
2095,2025-04-25,Kolkata,25-34,Android,Power
2096,2025-12-02,Pune,35-44,iOS,Returning
2097,2025-07-31,Delhi NCR,25-34,iOS,Returning
2098,2025-10-09,Hyderabad,25-34,Android,Returning
2099,2025-12-26,Kolkata,25-34,Android,Returning
2100,2025-12-15,Hyderabad,25-34,Android,Returning
2101,2025-08-14,Delhi NCR,35-44,Android,Power
2102,2025-10-09,Chennai,18-24,Android,Returning
2103,2025-04-19,Delhi NCR,25-34,Android,Returning
2104,2025-11-28,Delhi NCR,18-24,Android,Returning
2105,2025-04-30,Delhi NCR,18-24,Android,Returning
2106,2025-07-20,Hyderabad,25-34,iOS,Power
2107,2025-05-14,Mumbai,18-24,Android,Returning
2108,2025-11-19,Jaipur,25-34,Android,Returning
2109,2025-06-07,Delhi NCR,18-24,Android,Returning
2110,2025-03-11,Delhi NCR,25-34,Android,Power
2111,2025-11-11,Bangalore,18-24,iOS,Returning
2112,2025-04-05,Delhi NCR,18-24,Web,Returning
2113,2025-06-09,Hyderabad,35-44,iOS,Returning
2114,2026-02-26,Delhi NCR,25-34,iOS,New
2115,2025-12-06,Mumbai,45+,Android,Returning
2116,2025-05-23,Delhi NCR,18-24,Android,Power
2117,2025-04-07,Bangalore,35-44,Android,Power
2118,2025-05-01,Mumbai,25-34,Web,Power
2119,2025-11-04,Pune,18-24,Web,Returning
2120,2025-07-23,Hyderabad,35-44,Android,Power
2121,2025-09-28,Hyderabad,35-44,Android,Returning
2122,2025-09-29,Hyderabad,25-34,Android,Power
2123,2026-02-17,Hyderabad,25-34,Android,New
2124,2025-10-19,Jaipur,25-34,iOS,Returning
2125,2025-05-01,Mumbai,25-34,Android,Returning
2126,2025-05-12,Mumbai,25-34,Android,Returning
2127,2025-05-05,Delhi NCR,35-44,iOS,Returning
2128,2025-07-16,Mumbai,25-34,Android,Returning
2129,2025-06-03,Delhi NCR,25-34,Android,Power
2130,2026-01-17,Chennai,25-34,Android,Returning
2131,2025-03-23,Bangalore,35-44,Android,Power
2132,2025-04-09,Lucknow,35-44,Android,Returning
2133,2025-05-03,Delhi NCR,18-24,Android,Returning
2134,2025-03-02,Delhi NCR,25-34,iOS,Power
2135,2026-02-08,Lucknow,25-34,iOS,New
2136,2025-11-14,Kolkata,25-34,Android,Returning
2137,2025-03-30,Bangalore,25-34,iOS,Returning
2138,2025-05-02,Hyderabad,35-44,Android,Returning
2139,2025-11-04,Kolkata,35-44,iOS,Returning
2140,2025-10-28,Bangalore,25-34,Android,Power
2141,2025-05-24,Delhi NCR,25-34,Android,Returning
2142,2025-05-13,Kolkata,25-34,Android,Returning
2143,2025-08-10,Hyderabad,18-24,Android,Returning
2144,2026-01-09,Mumbai,45+,Web,Returning
2145,2025-06-03,Bangalore,25-34,Android,Returning
2146,2025-04-11,Bangalore,25-34,Android,Returning
2147,2025-05-28,Kolkata,35-44,Android,Power
2148,2025-10-11,Mumbai,18-24,Android,Returning
2149,2025-05-30,Kolkata,35-44,Web,Returning
2150,2025-05-15,Bangalore,35-44,Web,Power
2151,2025-04-01,Bangalore,35-44,Android,Power
2152,2026-01-08,Mumbai,18-24,Android,Returning
2153,2026-02-02,Chennai,25-34,Android,New
2154,2025-09-25,Ahmedabad,18-24,Android,Returning
2155,2025-07-05,Delhi NCR,25-34,Android,Power
2156,2025-09-26,Delhi NCR,35-44,Android,Returning
2157,2025-05-14,Hyderabad,18-24,iOS,Returning
2158,2025-10-16,Pune,25-34,Android,Power
2159,2025-10-08,Mumbai,25-34,Android,Returning
2160,2025-11-15,Hyderabad,35-44,Android,Returning
2161,2025-09-24,Hyderabad,25-34,iOS,Returning
2162,2025-10-06,Delhi NCR,25-34,Android,Power
2163,2026-02-27,Bangalore,25-34,Android,New
2164,2025-12-14,Delhi NCR,35-44,Android,Returning
2165,2025-10-20,Pune,25-34,Android,Returning
2166,2025-12-01,Hyderabad,25-34,Android,Returning
2167,2025-03-21,Hyderabad,18-24,Web,Power
2168,2025-03-16,Bangalore,25-34,iOS,Returning
2169,2025-06-11,Delhi NCR,35-44,iOS,Returning
2170,2025-03-15,Kolkata,35-44,Web,Returning
2171,2025-11-13,Bangalore,18-24,iOS,Returning
2172,2025-12-17,Bangalore,25-34,iOS,Returning
2173,2026-01-21,Bangalore,18-24,Android,Returning
2174,2025-09-23,Bangalore,45+,Android,Power
2175,2025-12-20,Delhi NCR,25-34,Android,Returning
2176,2025-04-23,Mumbai,35-44,Android,Returning
2177,2025-07-03,Mumbai,35-44,Android,Returning
2178,2025-05-07,Pune,35-44,iOS,Returning
2179,2026-01-24,Delhi NCR,45+,Android,Returning
2180,2025-12-07,Mumbai,18-24,iOS,Returning
2181,2025-06-11,Pune,45+,iOS,Returning
2182,2025-04-25,Mumbai,35-44,Android,Returning
2183,2025-09-10,Hyderabad,25-34,Android,Returning
2184,2025-09-09,Delhi NCR,35-44,Android,Returning
2185,2025-03-04,Mumbai,35-44,Android,Returning
2186,2026-01-13,Bangalore,35-44,Android,Returning
2187,2025-10-11,Mumbai,18-24,iOS,Power
2188,2025-11-03,Kolkata,25-34,Android,Returning
2189,2025-05-28,Bangalore,18-24,iOS,Returning
2190,2025-07-30,Mumbai,35-44,Web,Power
2191,2025-07-24,Delhi NCR,45+,Android,Returning
2192,2026-02-03,Bangalore,25-34,iOS,New
2193,2026-02-20,Delhi NCR,25-34,Android,New
2194,2025-06-03,Delhi NCR,35-44,iOS,Returning
