restaurant_id,name,cuisine,city,rating,avg_cost_for_two,avg_delivery_time_mins,has_photos,is_promoted,delivery_fee,total_reviews
354,Classic Bites #354,Street Food,Delhi NCR,4.4,400,33,False,False,35,2101
355,Desi Bites #355,Street Food,Mumbai,4.7,600,18,False,False,15,1207
356,Green House #356,Biryani,Delhi NCR,3.6,200,41,True,False,15,3860
357,Classic Cafe #357,South Indian,Kolkata,2.9,500,59,False,False,25,207
358,Blue Point #358,Fast Food,Hyderabad,3.6,1000,52,False,False,25,866
359,Blue Den #359,Healthy Food,Hyderabad,4.6,600,39,True,False,0,4407
360,Green Express #360,Desserts,Hyderabad,3.9,200,37,True,True,25,1988
361,Blue Corner #361,Pizza,Bangalore,2.9,600,19,True,False,59,3180
362,Desi Spot #362,Mughlai,Bangalore,4.9,600,37,True,False,25,4510
363,Golden Express #363,Chinese,Mumbai,3.6,500,32,False,False,15,1003
364,Golden Junction #364,Street Food,Delhi NCR,3.5,800,15,False,False,59,855
365,Red Grill #365,Biryani,Bangalore,4.5,300,31,True,False,25,1757
366,Desi Kitchen #366,Pizza,Hyderabad,4.0,400,29,True,False,15,4975
367,Red Cafe #367,South Indian,Mumbai,4.6,800,19,True,False,35,1577
368,Desi Box #368,Street Food,Delhi NCR,3.7,500,33,True,False,15,355
369,Fresh Cafe #369,Italian,Delhi NCR,3.8,1500,20,True,False,15,165
370,Foodie Grill #370,Italian,Bangalore,3.5,200,39,False,False,15,3820
371,Taste Bites #371,North Indian,Chennai,3.9,300,40,False,False,25,151
372,Green Dhaba #372,Thai,Hyderabad,3.8,300,15,False,False,25,113
373,Blue Corner #373,Street Food,Hyderabad,3.4,1200,30,False,False,25,1248
374,Golden Hub #374,Biryani,Delhi NCR,2.8,800,30,True,False,35,4059
375,Blue Express #375,Chinese,Kolkata,4.1,300,32,True,False,35,4213
376,Fresh Spot #376,Biryani,Pune,4.0,400,15,True,False,0,3541
377,Taste Bites #377,Continental,Delhi NCR,3.6,200,38,True,True,0,3885
378,Green House #378,South Indian,Chennai,4.4,600,50,True,True,15,1262
379,Yummy Cafe #379,Rolls,Ahmedabad,3.9,400,50,True,False,25,4732
380,Royal Cafe #380,Italian,Bangalore,4.1,400,44,True,False,49,217
381,Desi Kitchen #381,Rolls,Ahmedabad,3.8,500,15,True,False,15,4832
382,Blue Bites #382,Biryani,Mumbai,2.8,800,28,True,False,59,3700
383,Taste Grill #383,Chinese,Bangalore,4.6,400,40,True,False,15,1772
384,Foodie Den #384,Italian,Delhi NCR,4.0,600,39,True,False,59,727
385,Foodie Kitchen #385,Chinese,Delhi NCR,3.0,400,46,True,True,49,3918
386,Fresh Cafe #386,Chinese,Kolkata,3.5,300,32,True,True,25,1438
387,Royal Grill #387,Biryani,Delhi NCR,4.1,400,22,False,False,15,4286
388,Urban Palace #388,North Indian,Mumbai,4.7,500,40,True,False,25,650
389,Taste Box #389,Thai,Hyderabad,4.0,500,30,True,True,15,1832
390,Red Express #390,Desserts,Lucknow,4.2,400,48,False,False,25,3058
391,Fresh Kitchen #391,Continental,Mumbai,4.8,300,41,True,False,25,3237
392,Blue Grill #392,Street Food,Delhi NCR,4.8,1200,31,True,False,35,1929
393,Green Bites #393,Fast Food,Bangalore,4.0,400,36,False,True,25,1420
394,Golden House #394,South Indian,Kolkata,4.2,600,46,True,False,15,480
395,Fresh Cafe #395,Fast Food,Delhi NCR,3.2,400,40,True,False,49,4109
396,Urban Dhaba #396,Street Food,Delhi NCR,3.8,1200,36,True,False,0,2261
397,Yummy Kitchen #397,Pizza,Bangalore,4.0,1500,37,True,False,49,1411
398,Blue Junction #398,Chinese,Delhi NCR,3.5,800,31,True,False,25,4688
399,Yummy House #399,Fast Food,Delhi NCR,3.0,500,39,True,False,15,4709
400,Green Corner #400,Biryani,Ahmedabad,3.8,500,35,False,False,0,1507
401,Golden Box #401,Biryani,Pune,2.7,400,24,True,True,15,3472
402,Desi Junction #402,North Indian,Lucknow,4.7,300,39,True,True,0,1730
403,Green House #403,Fast Food,Delhi NCR,3.8,200,40,True,True,25,588
404,Taste Cafe #404,Healthy Food,Mumbai,4.4,500,45,True,False,15,2493
405,Desi Kitchen #405,Healthy Food,Mumbai,3.3,1200,19,True,True,25,2120
406,Urban Grill #406,Fast Food,Delhi NCR,3.5,300,37,True,False,15,2610
407,Foodie Express #407,Thai,Ahmedabad,4.2,400,31,False,False,35,752
408,Fresh Grill #408,Healthy Food,Lucknow,4.7,600,40,True,False,35,4280
409,Green Express #409,Street Food,Kolkata,3.9,400,22,True,True,59,3914
410,Royal House #410,Fast Food,Delhi NCR,3.3,200,47,True,False,15,2040
411,Hungry Cafe #411,Biryani,Chennai,4.3,400,24,False,False,49,3117
412,Spice House #412,South Indian,Hyderabad,3.2,800,29,True,True,0,4270
413,Fresh Corner #413,Fast Food,Kolkata,4.6,1200,60,False,False,0,2238
414,Spice Spot #414,Fast Food,Bangalore,4.4,400,35,True,False,35,3274
415,Golden Spot #415,South Indian,Delhi NCR,3.3,1000,45,True,False,25,4408
416,Classic Dhaba #416,Thai,Mumbai,3.7,800,37,True,False,15,1744
417,Desi Box #417,South Indian,Pune,3.5,400,47,True,False,0,4953
418,Classic Point #418,North Indian,Hyderabad,4.0,200,43,True,False,35,2465
419,Blue Spot #419,Fast Food,Hyderabad,4.1,800,27,True,False,25,4119
420,Silver Junction #420,Street Food,Jaipur,2.8,400,17,True,False,15,1464
421,Yummy Point #421,South Indian,Bangalore,4.1,600,22,True,True,59,2136
422,Royal Corner #422,South Indian,Delhi NCR,3.7,500,29,True,False,25,3965
423,Red Cafe #423,Chinese,Delhi NCR,3.1,300,40,True,False,15,10
424,Spice Spot #424,Chinese,Mumbai,4.2,600,45,True,False,25,656
425,Hungry Kitchen #425,South Indian,Mumbai,4.8,600,34,False,False,15,2552
426,Silver Hub #426,Fast Food,Mumbai,3.9,500,36,True,False,15,1878
427,Red Kitchen #427,North Indian,Delhi NCR,4.6,600,15,False,False,59,3196
428,Taste Bites #428,North Indian,Mumbai,4.3,400,32,True,False,15,2633
429,Royal Kitchen #429,Street Food,Delhi NCR,4.3,1500,34,False,False,35,3355
430,Blue Palace #430,Italian,Mumbai,4.1,300,39,True,False,0,717
431,Green Junction #431,Chinese,Ahmedabad,3.7,600,31,True,False,15,3405
432,Spice Spot #432,North Indian,Jaipur,3.4,600,29,True,False,0,612
433,Golden Express #433,Chinese,Hyderabad,5.0,500,53,True,False,25,2841
434,Classic Corner #434,Healthy Food,Pune,3.9,400,21,False,False,25,4503
435,Royal Cafe #435,Chinese,Chennai,3.9,400,48,True,False,15,3671
436,Royal Bites #436,Thai,Kolkata,4.5,500,41,True,False,35,4854
437,Royal Junction #437,Italian,Hyderabad,2.7,500,33,True,False,35,3393
438,Taste Corner #438,Fast Food,Bangalore,4.1,600,57,True,False,35,4119
439,Classic Palace #439,Healthy Food,Kolkata,4.6,400,34,True,False,15,2166
440,Silver Junction #440,Rolls,Bangalore,4.6,300,26,True,False,15,3919
441,Desi Junction #441,Italian,Bangalore,4.1,500,37,True,False,49,2100
442,Green Box #442,North Indian,Hyderabad,3.2,400,43,True,False,25,2882
443,Taste Point #443,Fast Food,Jaipur,4.3,500,40,True,False,15,2415
444,Red House #444,Biryani,Bangalore,3.1,500,29,False,False,25,4580
445,Desi Box #445,Thai,Hyderabad,4.7,600,41,True,False,15,1108
446,Blue Kitchen #446,Italian,Bangalore,4.3,500,17,False,True,15,1960
447,Yummy Den #447,North Indian,Ahmedabad,3.6,400,48,True,False,15,3388
448,Classic Box #448,Biryani,Chennai,4.4,300,43,True,False,35,3834
449,Royal Cafe #449,North Indian,Bangalore,3.7,300,15,True,True,25,2562
450,Golden Point #450,Italian,Hyderabad,3.9,600,27,True,True,15,2892
451,Urban Kitchen #451,Italian,Mumbai,4.2,1000,47,True,False,49,2020
452,Yummy House #452,Chinese,Delhi NCR,3.8,400,32,False,False,25,503
453,Urban Den #453,Thai,Pune,3.7,500,34,False,False,35,1861
454,Hungry Cafe #454,Italian,Hyderabad,3.4,500,49,True,True,15,4953
455,Classic Box #455,Pizza,Delhi NCR,4.4,500,29,False,False,59,2168
456,Urban Bites #456,Fast Food,Delhi NCR,3.8,200,15,True,False,35,4646
457,Spice Point #457,Healthy Food,Pune,4.4,500,48,True,False,25,2304
458,Red Junction #458,Fast Food,Hyderabad,3.5,300,30,False,False,49,4851
459,Blue Box #459,Beverages,Delhi NCR,3.2,500,34,True,False,35,3396
460,Foodie Junction #460,Biryani,Delhi NCR,4.5,600,33,True,False,25,1428
461,Blue Kitchen #461,South Indian,Bangalore,3.2,200,30,False,False,59,3836
462,Yummy Express #462,North Indian,Pune,3.5,400,26,False,False,15,3932
463,Red Cafe #463,Mughlai,Lucknow,4.2,600,33,True,False,15,2899
464,Classic Grill #464,Street Food,Delhi NCR,4.9,500,25,True,True,49,4799
465,Green Express #465,North Indian,Pune,4.0,300,48,False,False,35,250
466,Urban Corner #466,Desserts,Hyderabad,3.2,600,47,False,False,15,4801
467,Yummy Spot #467,South Indian,Hyderabad,3.3,800,40,False,False,15,2912
468,Desi Hub #468,Healthy Food,Jaipur,3.8,400,40,False,False,15,2410
469,Taste House #469,Biryani,Delhi NCR,4.2,400,18,False,False,15,103
470,Spice Box #470,North Indian,Mumbai,3.2,500,46,True,False,0,3408
471,Desi Corner #471,North Indian,Kolkata,3.3,400,30,False,False,0,1753
472,Foodie Grill #472,Fast Food,Mumbai,3.8,800,48,True,False,35,4020
473,Green Cafe #473,Continental,Kolkata,4.2,600,51,False,False,0,4158
474,Desi House #474,Biryani,Hyderabad,3.0,400,32,True,False,25,4475
475,Spice Corner #475,Desserts,Mumbai,2.4,500,15,False,False,25,3978
476,Taste Den #476,Fast Food,Delhi NCR,3.7,1000,37,False,False,59,2667
477,Royal Den #477,Italian,Mumbai,5.0,300,23,True,False,25,1478
478,Yummy Grill #478,Healthy Food,Chennai,3.5,600,29,False,False,15,2687
479,Red House #479,Fast Food,Mumbai,4.5,400,32,False,False,0,3371
480,Green Spot #480,North Indian,Chennai,3.2,300,44,True,False,35,2415
481,Classic Palace #481,Chinese,Mumbai,3.9,300,39,False,True,0,2118
482,Silver Dhaba #482,Biryani,Pune,4.5,400,50,True,False,59,1285
483,Taste Box #483,Italian,Ahmedabad,3.7,500,27,True,False,25,4865
484,Foodie Cafe #484,Chinese,Hyderabad,3.1,1000,46,False,False,25,4881
485,Green Box #485,Street Food,Jaipur,3.8,400,42,False,False,35,4671
486,Royal Kitchen #486,Biryani,Bangalore,4.3,300,41,True,False,15,1079
487,Foodie Hub #487,Chinese,Delhi NCR,5.0,500,46,False,False,25,1151
488,Hungry Grill #488,Chinese,Mumbai,3.0,300,43,True,False,0,1576
489,Foodie Grill #489,Desserts,Bangalore,4.0,400,18,True,True,49,2536
490,Red Dhaba #490,Mughlai,Mumbai,3.3,1500,29,True,False,25,925
491,Red Spot #491,Chinese,Kolkata,3.9,500,44,True,False,35,4383
492,Fresh Kitchen #492,Chinese,Pune,3.3,800,39,False,False,49,4546
493,Spice Spot #493,Chinese,Hyderabad,3.4,300,45,False,True,35,3866
494,Red Hub #494,North Indian,Chennai,4.8,500,37,False,False,25,2914
495,Desi Grill #495,Italian,Mumbai,3.8,500,29,True,True,35,1825
496,Hungry Dhaba #496,Fast Food,Delhi NCR,3.0,800,26,True,True,25,2939
497,Taste Corner #497,Fast Food,Hyderabad,3.7,200,18,True,False,25,1811
498,Golden Corner #498,Street Food,Bangalore,4.2,800,40,False,False,25,2861
499,Hungry Corner #499,North Indian,Hyderabad,3.9,200,20,True,False,0,3827
500,Blue Bites #500,Biryani,Mumbai,4.1,1000,35,True,True,35,3803
